case_id,pool,h_ch,n_fin,h_fin,d_in,u_in,q_w,geometry_family,solver_status,combined_position,archive_path,archive_sha256,archive_size_bytes,flow_converged_reported,raw_enthalpy_passed,raw_enthalpy_balance_ratio,raw_temperature_extrema_passed,raw_temperature_max_T_K,wall_time_sec
id_train_0325,id_train,5.438108,4,3.676804,5.60265,0.632592,33.81734,uniform_fins,pending,226,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0325.tar.gz,2725ecf17b3311eba23b3c50a262584258f409cf61e6d401eefb628e3eb55fb1,874031,true,true,0.9363459398444508,true,358.08343,39.973
id_train_0296,id_train,8.997502,5,5.490853,3.369925,1.337763,43.862394,uniform_fins,pending,227,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0296.tar.gz,5e2dbf2a6bb39357e80d499abb0259603d25284370fc94f80460bf2e9a475093,1459689,true,true,0.9513595854608455,true,445.45219,69.519
id_train_0063,id_train,9.019474,7,2.243504,4.859591,0.753712,44.91527,uniform_fins,pending,229,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0063.tar.gz,aadbd682a9b551e54520ecbc8f0e4c924fd0e4669cd9a66c5518a9dc379b6d68,1158149,true,true,0.9999530786542267,true,358.1696,31.927
id_train_0109,id_train,4.995609,8,3.348604,4.623072,0.788266,28.955816,uniform_fins,pending,230,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0109.tar.gz,ef71c0ba2826f01cf8bdcc44c575871bf1cded6c4edd11a45b6c8eea5703d19c,1327400,true,true,0.9365078935187745,true,345.33651,28.693
id_train_0070,id_train,7.935477,4,4.95992,2.045717,1.101984,22.462997,uniform_fins,pending,231,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0070.tar.gz,c6a923ccb4dc881cbe60773441511f603bfe25ea83b4bc64b0df02038cdf980a,1199692,true,true,0.9687212787456214,true,354.30439,41.673
id_train_0396,id_train,9.910456,5,4.392562,2.899703,0.657061,19.149502,uniform_fins,pending,232,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0396.tar.gz,c886fd494044c5ddf06e817f4c6a592c36b54582e7eb947ced905ede6f89fffa,1407802,true,true,0.9995908917256914,true,343.54952,111.190
id_train_0027,id_train,6.403941,6,3.772798,2.938362,1.32386,40.09897,uniform_fins,pending,233,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0027.tar.gz,7a8b71565625f2c8127fe40633f46d0edd9467cffff8416a41aa8ffdcccf661a,1192395,true,true,0.954246731941336,true,373.16706,27.745
id_train_0348,id_train,6.901652,7,3.05515,4.434234,0.482993,26.665705,uniform_fins,pending,234,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0348.tar.gz,c4ee340b57490ff7398bcc8e5367e9c3f38a955b0a596c3448e4c6918f765f98,1234229,true,true,0.9997755954097094,true,338.32671,35.858
id_train_0334,id_train,8.318933,8,2.177264,4.515415,1.015412,37.724124,uniform_fins,pending,235,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0334.tar.gz,e1a2825429c9bfa3751da9912aa5affbf507f6e08332ae5809129a730887dfa1,1307762,true,true,0.999817034532073,true,343.68159,33.560
id_train_0095,id_train,7.164031,4,2.009966,4.091222,0.42824,17.748857,uniform_fins,pending,236,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0095.tar.gz,2a7ccbcf74949660393d841fe47506f20f47dbcdac62b099a4102cdd19e08b2e,835708,true,true,0.9997808881883028,true,320.04406,21.573
id_train_0261,id_train,8.533014,5,5.511665,2.674657,0.696892,19.005406,uniform_fins,pending,237,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0261.tar.gz,eab3fd8016d87b97ec41b8e1fc786c1c21bcf802eaaa346b82744322f449dfbc,1478139,true,true,1.2899289295967806,true,357.74439,296.214
id_train_0167,id_train,7.48572,6,3.66431,4.884214,0.593211,29.87707,uniform_fins,pending,238,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0167.tar.gz,1f9cbb8126b22343129695cc10362ea22cdda0d746b37144dbd6a08502b0b5b0,1210911,true,true,0.9907715724857149,true,351.74986,54.514
id_train_0178,id_train,8.83567,7,3.248294,3.81917,0.507171,24.464474,uniform_fins,pending,239,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0178.tar.gz,27ffec4d9ead13581a17baf331b326604fdfbae4dce908923a798dab92acf603,1402229,true,true,0.999966590713606,true,348.65928,55.541
id_train_0184,id_train,9.395096,8,3.060265,3.188158,1.335209,35.135294,uniform_fins,pending,240,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0184.tar.gz,a751178d41942e4105ba37bf9f66c7f39f6b0f0c6f3def7208762cfdaf534edf,1609875,true,true,0.9989816303856578,true,363.5208,88.371
id_train_0060,id_train,5.41773,4,2.212417,4.164804,0.791426,34.316507,uniform_fins,pending,241,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0060.tar.gz,4dc6d35cd8d5aa63c6c9cdfb54ee4f3a06bee6bbf64868ccc14456e47fe1479c,747741,true,true,0.9997972981343658,true,334.97969,20.358
id_train_0286,id_train,5.19501,5,2.045046,4.767671,0.996182,48.968863,uniform_fins,pending,242,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0286.tar.gz,6bb235df417bc599d29578da26d3f32e01d0891775d546e126f4d515ceae8b2b,752799,true,true,0.9991879512649454,true,345.20838,21.975
id_train_0257,id_train,9.647022,6,4.122629,2.782297,1.177891,35.741876,uniform_fins,pending,243,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0257.tar.gz,583a2fd8157a7e37335a9c50b0ac736bc258a678a83426ad2b9e3d594677cd25,1466816,true,true,1.5591519334861232,true,382.53669,296.386
id_train_0018,id_train,4.273981,7,2.493053,2.800853,0.880573,31.580311,uniform_fins,pending,244,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0018.tar.gz,0053f524b391a12f563723508905b25b328cae4f8fbde169db8708fd4c93e130,913002,true,true,0.9985444058863199,true,329.70054,23.709
id_train_0329,id_train,4.814796,8,3.472792,2.250601,0.852795,17.129774,uniform_fins,pending,245,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0329.tar.gz,7c4d4ad3a0a6fc0ed0faa3939076d75a1d23350f343bb9de0917b236e9f107fc,1278839,true,true,0.9669986079419005,true,322.92066,28.743
id_train_0225,id_train,7.724309,4,2.5605,3.837494,1.070667,43.051372,uniform_fins,pending,246,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0225.tar.gz,d20567b2787937cd5baf820ff29fe4d48d9e379621f03537be7cdb78179f2e3d,941725,true,true,0.9997914960981882,true,355.69118,31.178
id_train_0097,id_train,6.456369,6,3.423555,5.923326,0.226503,14.644323,uniform_fins,pending,248,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0097.tar.gz,2ec7db15118e2f072cac533948bb85fe4c1cfdea4ef7bc3645a991af9b61c21f,1149662,true,true,0.9997307135290805,true,320.71001,30.059
id_train_0123,id_train,4.910563,7,2.912747,3.054853,0.491416,19.746232,uniform_fins,pending,249,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0123.tar.gz,2ae45c7efab9a2d825ae5c1cee22e5d45ec8b23bb549185b64b3eb27876775a7,1081330,true,true,0.99983562672593,true,321.5921,21.352
id_train_0229,id_train,9.73692,8,3.181873,5.770411,0.8609,45.786093,uniform_fins,pending,250,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0229.tar.gz,6bf45891ed619aad135e975d6f3566559938a9505a16bbcf7d4220f8807b70d8,1615260,true,true,1.1879225743526969,true,383.06045,150.303
id_train_0260,id_train,9.489571,4,4.086993,3.50767,0.728677,27.75464,uniform_fins,pending,251,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0260.tar.gz,c09b90cf8864859bbe8278765f7a03865b4f3a6674744ddde6b5d94261685a3f,1221085,true,true,0.998568691635457,true,358.43873,87.238
id_train_0211,id_train,7.377479,5,5.280445,5.68835,0.761244,46.204041,uniform_fins,pending,252,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0211.tar.gz,519c0252b88f1c6bcc44cbf6ac0bffdbde383f2d1ff128534cf289b9209d2869,1327055,true,true,4.471385334605654,true,461.22893,105.435
id_train_0322,id_train,6.462096,6,4.030078,2.616531,0.949854,28.301389,uniform_fins,pending,253,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0322.tar.gz,825a536b94a51e3580fe3b09c5292f418401952340f2b5c312b63e83845ad3b0,1273491,true,true,0.9654246683596005,true,353.90175,37.518
id_train_0308,id_train,9.887834,7,2.19281,4.337182,0.430657,25.273031,uniform_fins,pending,254,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0308.tar.gz,e29112d7a4212ddf3850dde8e4e5d19005bae40a7b75b7e9f09209b41cb0d571,1258704,true,true,0.9999566093258095,true,347.40154,40.176
id_train_0394,id_train,4.312788,8,2.276074,2.981609,1.11954,32.592223,uniform_fins,pending,255,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0394.tar.gz,4800893612cbe1d16ab39f35173e11ad881f6ec7387507c49965afe8cdd81d48,997781,true,true,0.9927254497740367,true,329.95988,26.157
id_train_0055,id_train,6.863099,4,4.105315,2.170499,0.63921,15.474682,uniform_fins,pending,256,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0055.tar.gz,4af9569a2235451aa930a501bfc923d47674eb87f3d011a72b8dc92a25e923d8,1016862,true,true,0.9976108273965737,true,327.2407,32.579
id_train_0391,id_train,4.217347,5,2.21988,2.988026,0.728516,25.452673,uniform_fins,pending,257,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0391.tar.gz,c60a4162b7f176a0b96124e8dabdccad0288a85abcf9751d9a28555bea800047,661872,true,true,0.9996795948096471,true,320.01556,13.073
id_train_0217,id_train,4.412982,6,2.189525,3.758466,1.110774,47.804011,uniform_fins,pending,258,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0217.tar.gz,4e273dad1044f316728122e6eb00a450675b088233bb0a158b328d561d58a2ed,746522,true,true,0.9904380940393437,true,337.99346,28.071
id_train_0278,id_train,9.740567,7,3.372193,5.002855,0.462526,32.072172,uniform_fins,pending,259,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0278.tar.gz,d3e77eb666085a9cd0a6f8875861820b47ba0b49ef657704235ee3365525bc6b,1448759,true,true,0.9999170196617999,true,370.9529,63.246
id_train_0159,id_train,5.371135,8,3.745734,2.29503,1.148712,26.14785,uniform_fins,pending,260,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0159.tar.gz,45231786101366ca1f1400d7c557e1ae74a47e96fe4260876b76cc8020b78cec,1307727,true,true,0.9470238497633746,true,344.0701,29.261
id_train_0285,id_train,8.961886,4,3.150063,3.043588,1.013474,35.396857,uniform_fins,pending,261,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0285.tar.gz,5e6480477a7f354a66f03d11f905f70ec434e331db72fb0b9df17935881dbab3,1101466,true,true,0.9995813526297485,true,361.1201,52.387
id_train_0311,id_train,8.133381,5,3.177088,4.189391,0.694798,34.470315,uniform_fins,pending,262,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0311.tar.gz,d6ab4e8ff32345d37fc17e523aea122468d78089aa1d3b2e3ec3782ac6a6c5f2,1143853,true,true,0.9994894626697927,true,356.27052,55.319
id_train_0042,id_train,6.389412,6,3.35692,2.422798,1.292972,37.204428,uniform_fins,pending,263,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0042.tar.gz,f0a007e0b49831be5b0bab51537ce9cf9cbaccace6cf29e42b88f24d608af2aa,1095538,true,true,0.9803498031065457,true,358.14657,32.897
id_train_0098,id_train,9.455205,7,4.500372,4.639163,0.578967,38.516773,uniform_fins,pending,264,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0098.tar.gz,9597289cc7e90de5f5d89c46265c5e6897142fdec2aadde6da71dc6a553d63e0,1714661,true,true,1.4429450315724017,true,406.89757,123.777
id_train_0129,id_train,8.353961,8,3.815952,4.956467,0.841705,42.659812,uniform_fins,pending,265,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0129.tar.gz,8939d9212a191e33807a3a055057500f2e417a0db6adb22a5cd88921f14dc25d,1658209,true,true,1.3419464646585757,true,393.07249,207.901
id_train_0180,id_train,6.004384,4,4.214196,3.330123,1.230854,48.622096,uniform_fins,pending,266,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0180.tar.gz,05f0669290bd1ab8c091582f73793ea6579ad57e7b2eedf604b07bd16515a105,910369,true,true,0.9210787142152586,true,399.69526,62.974
id_train_0031,id_train,5.987884,5,3.932186,2.843148,0.419065,14.283735,uniform_fins,pending,267,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0031.tar.gz,ead80bad313ba1416c7be981853368285fdc829f6fe0528c16e54e9bc092cdeb,996738,true,true,0.9992037682459135,true,321.78902,26.172
id_train_0032,id_train,8.521366,6,5.527514,2.496016,1.444441,42.953522,uniform_fins,pending,268,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0032.tar.gz,fcf19bc4f8c0f5b6c6e559175ee84e9d1003535504da72a7704a94246e4984d9,1594131,true,true,3.169061590082025,true,465.29398,201.194
id_train_0393,id_train,7.274495,7,4.734198,2.319317,0.806355,26.997381,uniform_fins,pending,269,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0393.tar.gz,4ba4f441124d62f4a5595688eb241db53d1e9a19ed9401162950c5ea43022cdb,1570368,true,true,0.9732134218685211,true,361.01936,51.516
id_train_0124,id_train,5.698386,8,3.969096,3.527848,1.239291,46.32811,uniform_fins,pending,270,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0124.tar.gz,d85fa096ac7b8bd9cb9bfccf432053895ff6af9443cbdca989a8f33849ea3fda,1427584,true,true,0.9213908947905489,true,387.0968,52.948
id_train_0200,id_train,9.863401,4,5.07196,4.985041,0.525088,31.723324,uniform_fins,pending,271,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0200.tar.gz,feb2310913e13b8f7a98f182ab666819475a8924c36842c409d673fcc32967f5,1373658,true,true,1.338197289362016,true,389.99861,111.672
id_train_0136,id_train,6.649991,5,4.147622,3.467434,0.587632,25.687536,uniform_fins,pending,272,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0136.tar.gz,27b13d7c4eae85aebc1e68329bf5fc0323c7cc6df9daae4970d1887ffdbe169b,1119997,true,true,0.9765689066568128,true,348.95034,32.831
id_train_0082,id_train,9.36091,6,3.883483,5.528788,0.660702,43.748737,uniform_fins,pending,273,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0082.tar.gz,1f860436b1e41e6e030c3a72cadefc15e81d5ff76d046b0f22546beab80ab28e,1452811,true,true,1.602709941008753,true,396.10215,100.345
id_train_0323,id_train,6.182785,7,4.5822,2.527691,0.902695,34.81376,uniform_fins,pending,274,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0323.tar.gz,d034a21921ebb7effae9223c72ad942e1e7933844fd70b2533d9ce138bd2eeb1,1430261,true,true,0.9415052028363219,true,378.65352,35.644
id_train_0279,id_train,8.159432,8,4.367187,2.909612,0.925158,28.808925,uniform_fins,pending,275,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0279.tar.gz,e4220bb40762698aacba2f958b77404eecc00020244c0fbff20d62617fb4dd4f,1788736,true,true,0.9842548739204978,true,386.19445,117.701
id_train_0110,id_train,7.748876,4,3.507698,2.052166,0.981038,26.577852,uniform_fins,pending,276,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0110.tar.gz,e24d66c1847a1be2e72f79c16d94aa584505fd727dc7b84a49fe227b284e69db,1004417,true,true,0.9994354458144005,true,346.51527,41.601
id_train_0366,id_train,8.739647,5,3.165984,4.710402,0.737161,46.994559,uniform_fins,pending,277,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0366.tar.gz,bd786e652cfaea32e9876610098a8aaa277cb9ab6c8e8ffe98d1a221bbedf114,1146150,true,true,0.9995583878592361,true,378.93041,67.486
id_train_0237,id_train,7.36776,6,5.305248,5.874014,0.610883,43.822262,uniform_fins,pending,278,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0237.tar.gz,4483433df4d29fa7be6044d2bdd5c6e3ac9b31f12c976a4b793ef82932c02f61,1471354,true,true,3.897267558401049,true,460.6499,110.723
id_train_0058,id_train,5.394188,7,3.888328,3.380448,0.579214,30.162307,uniform_fins,pending,279,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0058.tar.gz,ef584460b5aabc7a3d13d79df13ff8ad59dab39f948161fb04e255414a4ae836,1275620,true,true,0.9570956053847938,true,352.55185,26.080
id_train_0079,id_train,5.879696,8,4.304281,4.463542,0.424413,20.715712,uniform_fins,pending,280,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0079.tar.gz,600d4ccbe956617075a44b780b3fb0d264556e9aa7b73e9fb8da76dab63b5d3c,1562255,true,true,0.9510807407033806,true,341.44983,32.010
id_train_0160,id_train,4.933614,4,2.19165,5.560631,0.596963,39.049427,uniform_fins,pending,281,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0160.tar.gz,28cc571b139bcf5a63377bea9d6cdd88f808b68df8fb08643b50e5f4336aaa47,678552,true,true,0.9997760664602263,true,337.62269,15.292
id_train_0321,id_train,6.1353,5,2.963392,5.741207,0.422051,36.549347,uniform_fins,pending,282,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0321.tar.gz,bf0693c9a5a8ac1c771de7c6dbde6382f3f5229bdd69cdd2b924e6fea384f376,962698,true,true,0.9986862925814187,true,351.97112,30.094
id_train_0307,id_train,8.924376,6,2.392874,3.217916,0.801615,33.933738,uniform_fins,pending,283,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0307.tar.gz,a875262a61631050d7844d4b67b47c6381567a876716b6a2545cff3c79532bc6,1191674,true,true,0.9996975220633942,true,353.18174,63.257
id_train_0113,id_train,9.250006,7,2.699788,5.893744,0.235322,21.455733,uniform_fins,pending,284,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0113.tar.gz,f7c04ae2ad689e76d794efa992a1f2ac8144efc3ab9d704ffa922b29106f58bf,1348662,true,true,0.9999446827426122,true,346.91449,39.540
id_train_0004,id_train,7.246811,8,3.307605,3.022182,1.138031,40.843804,uniform_fins,pending,285,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0004.tar.gz,a6252002a3eb81b2dfdb7e55f39a0b35ac95db976a802c556e3b1b2060d4ccd6,1348203,true,true,0.9906541748627641,true,365.58036,47.998
id_train_0005,id_train,6.847525,4,2.761921,2.71642,1.332786,48.266318,uniform_fins,pending,286,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0005.tar.gz,7436b4aaf5c88baf5cc7b504feb1438d090acc99004b2f57608d38b0e0fa7ae7,888197,true,true,0.9980929285510919,true,365.64919,33.926
id_train_0171,id_train,7.186889,5,3.0523,5.410939,0.575533,48.370403,uniform_fins,pending,287,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0171.tar.gz,1b1b750e69c75898fda03a60fd3a48c8e1bebdb378147adacfc734084786e791,1092130,true,true,0.9981131839581224,true,375.98739,41.438
id_train_0377,id_train,6.057811,6,4.16662,2.326294,1.068538,34.620584,uniform_fins,pending,288,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0377.tar.gz,0059d070238a085a03526e2432668a6d52c4bc3d1ba8a692d5ce885fa69023a5,1156748,true,true,0.9501323409636435,true,368.52583,28.629
id_train_0173,id_train,7.094769,7,3.830893,3.488278,0.542115,29.296947,uniform_fins,pending,289,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0173.tar.gz,b647f3235f4476816a6f04515b3b0b9a83af883907ceb0ceb8ea37d9559b3748,1341276,true,true,0.9943004113729068,true,352.96873,47.026
id_train_0314,id_train,7.948987,8,3.283017,3.799316,0.60348,27.337927,uniform_fins,pending,290,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0314.tar.gz,33cebd43abceaf955579ab37214739bf135a033efa98fe476605cfc62b06d5ae,1471092,true,true,0.9996051296345492,true,353.07631,61.604
id_train_0080,id_train,5.365881,4,3.761994,4.012376,0.865784,46.786479,uniform_fins,pending,291,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0080.tar.gz,db7a662cd2d19113011f484865bf12fa4441a7d231eabe4d8d96d5cf143383ae,880555,true,true,0.9234711849410465,true,385.88045,49.737
id_train_0001,id_train,5.275038,5,2.378962,4.5617,0.228343,16.911952,uniform_fins,pending,292,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0001.tar.gz,96883b5b7cc0728fe90854a5989454c9a830434bb001759165bfb24c0d338c5e,753765,true,true,0.9997704339804426,true,316.11116,12.867
id_train_0302,id_train,7.135134,6,4.018293,3.378339,0.864079,41.266226,uniform_fins,pending,293,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0302.tar.gz,f1110f55c907a4a6aa4312cad4cc79994309a3470093260506e5eccb01c64564,1340231,true,true,0.9728764764489795,true,382.24165,40.951
id_train_0198,id_train,4.359769,7,2.210575,2.061432,0.480932,15.810612,uniform_fins,pending,294,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0198.tar.gz,b77c87faadba14314de2ab5322fb5b5226e3743e5e41fa90d3c07e39202d65a9,801404,true,true,0.9997659844384899,true,310.97021,11.026
id_train_0344,id_train,6.422634,8,2.740517,3.778642,0.52224,23.975338,uniform_fins,pending,295,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0344.tar.gz,fe0b42f3de6fba8e4e5d1ea5ec4ab9c1c1be6a7545992186d980e7bc68d163ff,1176987,true,true,0.9998965645077111,true,330.60434,31.606
id_train_0255,id_train,8.027146,4,5.130635,4.35936,0.64722,38.381821,uniform_fins,pending,296,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0255.tar.gz,b9eb98e14c958653c04b940a354ed9d3d6a8fbdc748cabb6588e91a6a44a24ef,1182949,true,true,0.9585369858137104,true,402.99197,44.253
id_train_0161,id_train,7.036065,5,5.236681,4.229262,0.67322,47.675275,uniform_fins,pending,297,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0161.tar.gz,70eebcaa69cf0e794c00f03ab3ec8298b19ae5e68c878b45dcbd9e3a3cf71347,1333325,true,true,0.9337296356736428,true,420.51899,69.914
id_train_0297,id_train,4.391163,6,2.022383,2.668937,0.628154,25.93962,uniform_fins,pending,298,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0297.tar.gz,54bb6bcdba5456088ba50d090d2829075847500cccf07734c4f35e34a96c3cbc,813858,true,true,0.9996801437228753,true,321.3525,16.001
id_train_0138,id_train,5.521825,7,3.772246,4.126625,0.66894,46.633731,uniform_fins,pending,299,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0138.tar.gz,c6a838968c6337b39bcb7e11400ce1f34de825ce94578e37390307ad729fc27e,1237584,true,true,0.943485857086108,true,384.20509,29.418
id_train_0249,id_train,6.97205,8,3.101416,3.324915,1.12308,45.523266,uniform_fins,pending,300,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0249.tar.gz,dfef81b12cfa275857fca565678a6e256d50b5f5957b8560851d97fa02bf8052,1344751,true,true,0.990852963334954,true,368.21314,47.523
id_train_0000,id_train,6.323644,4,3.139401,3.153214,1.026346,44.172071,uniform_fins,pending,301,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0000.tar.gz,107e56baf20f7fdd8c103469021fb9256c250e4d5ca8751548ad12b6a7662c24,849803,true,true,0.9888894833137397,true,366.45174,30.182
id_train_0376,id_train,7.383994,5,3.059826,4.196668,0.641788,45.112507,uniform_fins,pending,302,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0376.tar.gz,30851d5b1a8fa58ab0d86d74e3a62c1530a61db7e895cfac39c2e8f56380d9d6,1036996,true,true,0.9993610669401202,true,369.83852,38.864
id_train_0122,id_train,8.420854,6,2.279067,5.512229,0.514586,44.026915,uniform_fins,pending,303,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0122.tar.gz,bc86a780eb1481d73a892077bbc77e7a869a7bec4f5873cf66d529362ebe0e0d,1125025,true,true,0.9997332784246067,true,362.45732,32.932
id_train_0398,id_train,6.284547,7,4.284656,2.431029,0.415076,17.800357,uniform_fins,pending,304,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0398.tar.gz,81a0adf62c9fbc749ad2a9f7662b63b345adf845171a2138b343824d7c43944a,1392212,true,true,0.9987918384541308,true,332.46228,33.531
id_train_0069,id_train,7.649995,8,3.6338,3.620202,0.780879,35.364648,uniform_fins,pending,305,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0069.tar.gz,b9687efad302b182cca4f72725ff8d30ba1e317e779d3e926db624ba8710a1f0,1516664,true,true,0.9933010210195223,true,370.84595,94.308
id_train_0195,id_train,7.219126,4,2.068991,3.938778,0.685489,43.13382,uniform_fins,pending,306,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0195.tar.gz,98a954fa960483e1d173f79f46e6082cc68d1e495a7cb57b790995e81d40deaf,856071,true,true,0.9997561877121691,true,351.51249,19.844
id_train_0061,id_train,9.82345,5,5.829778,4.378865,0.303747,22.751747,uniform_fins,pending,307,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0061.tar.gz,bba5edf581c3925e2796dee37766fa6d9ea3b871e0b38c405f714604f4850a3c,1577991,true,true,1.5257415817908173,true,371.96135,173.581
id_train_0002,id_train,5.145958,6,3.156354,2.638253,0.985012,41.006089,uniform_fins,pending,308,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0002.tar.gz,0b1a21677119da4d381ac9b4926884a8328d3fab7055d6f389a087e971300166,1006578,true,true,0.974264670771038,true,357.95437,29.108
id_train_0228,id_train,7.813329,7,3.371138,3.729078,0.379647,25.147813,uniform_fins,pending,309,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0228.tar.gz,30b39071eed6cfe4eb71761bcad4f92ccf7bfea1c569429e671805c9127fcc22,1359787,true,true,0.999896652924684,true,351.47428,44.479
id_train_0189,id_train,4.145198,8,2.592306,2.509167,1.060071,34.002162,uniform_fins,pending,310,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0189.tar.gz,7332660ec7f7cea5e0be67967d950f2dd579dd24550616ab89a1f9f940e30936,1004380,true,true,0.9869613632920587,true,335.66842,30.365
id_train_0050,id_train,5.233309,4,3.643783,3.11378,0.566929,28.472019,uniform_fins,pending,311,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0050.tar.gz,99aa375201e787a54255ea32b5470fe5b468b6c9d75637805f01e51583bc6cb0,806652,true,true,0.9847321022903047,true,344.38405,25.078
id_train_0006,id_train,8.872937,5,5.851169,3.504456,0.50928,31.644636,uniform_fins,pending,312,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0006.tar.gz,99df1532102687d08c08fe6354e82df0f1a86ec4967496a75c9ea50257e8bb31,1511893,true,true,1.3718149006570493,true,410.77684,120.779
id_train_0192,id_train,4.236381,6,2.105342,4.960363,0.561614,38.215365,uniform_fins,pending,313,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0192.tar.gz,482f361f95ad351853a0df90fa74ce868dc68bcb40207caac681267690b55192,744914,true,true,0.9997171632208224,true,332.00712,17.479
id_train_0383,id_train,7.259008,7,2.603425,3.128279,0.595696,34.944926,uniform_fins,pending,314,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0383.tar.gz,6cc62f2c9096957a8d624bc0067cc607496cd84307b45954b5d691d087e114d8,1128357,true,true,0.9998972881000736,true,352.7718,33.532
