case_id,pool,h_ch,n_fin,h_fin,d_in,u_in,q_w,geometry_family,solver_status
id_train_0314,id_train,7.948987,8,3.283017,3.799316,0.60348,27.337927,uniform_fins,pending
id_train_0080,id_train,5.365881,4,3.761994,4.012376,0.865784,46.786479,uniform_fins,pending
id_train_0001,id_train,5.275038,5,2.378962,4.5617,0.228343,16.911952,uniform_fins,pending
id_train_0302,id_train,7.135134,6,4.018293,3.378339,0.864079,41.266226,uniform_fins,pending
id_train_0198,id_train,4.359769,7,2.210575,2.061432,0.480932,15.810612,uniform_fins,pending
id_train_0344,id_train,6.422634,8,2.740517,3.778642,0.52224,23.975338,uniform_fins,pending
id_train_0255,id_train,8.027146,4,5.130635,4.35936,0.64722,38.381821,uniform_fins,pending
id_train_0161,id_train,7.036065,5,5.236681,4.229262,0.67322,47.675275,uniform_fins,pending
id_train_0297,id_train,4.391163,6,2.022383,2.668937,0.628154,25.93962,uniform_fins,pending
id_train_0138,id_train,5.521825,7,3.772246,4.126625,0.66894,46.633731,uniform_fins,pending
id_train_0249,id_train,6.97205,8,3.101416,3.324915,1.12308,45.523266,uniform_fins,pending
id_train_0000,id_train,6.323644,4,3.139401,3.153214,1.026346,44.172071,uniform_fins,pending
id_train_0376,id_train,7.383994,5,3.059826,4.196668,0.641788,45.112507,uniform_fins,pending
id_train_0122,id_train,8.420854,6,2.279067,5.512229,0.514586,44.026915,uniform_fins,pending
id_train_0398,id_train,6.284547,7,4.284656,2.431029,0.415076,17.800357,uniform_fins,pending
id_train_0069,id_train,7.649995,8,3.6338,3.620202,0.780879,35.364648,uniform_fins,pending
id_train_0195,id_train,7.219126,4,2.068991,3.938778,0.685489,43.13382,uniform_fins,pending
id_train_0061,id_train,9.82345,5,5.829778,4.378865,0.303747,22.751747,uniform_fins,pending
id_train_0002,id_train,5.145958,6,3.156354,2.638253,0.985012,41.006089,uniform_fins,pending
id_train_0228,id_train,7.813329,7,3.371138,3.729078,0.379647,25.147813,uniform_fins,pending
id_train_0189,id_train,4.145198,8,2.592306,2.509167,1.060071,34.002162,uniform_fins,pending
id_train_0050,id_train,5.233309,4,3.643783,3.11378,0.566929,28.472019,uniform_fins,pending
id_train_0006,id_train,8.872937,5,5.851169,3.504456,0.50928,31.644636,uniform_fins,pending
id_train_0192,id_train,4.236381,6,2.105342,4.960363,0.561614,38.215365,uniform_fins,pending
id_train_0383,id_train,7.259008,7,2.603425,3.128279,0.595696,34.944926,uniform_fins,pending
id_train_0284,id_train,4.118153,8,2.803189,3.673808,0.664568,34.484483,uniform_fins,pending
id_train_0340,id_train,8.800168,4,3.783066,2.232046,1.018499,36.694229,uniform_fins,pending
id_train_0091,id_train,5.630247,5,2.980881,3.643876,0.410013,26.750169,uniform_fins,pending
id_train_0172,id_train,5.64235,6,3.349805,3.789399,0.218673,13.353769,uniform_fins,pending
id_train_0338,id_train,9.376649,7,2.973576,2.813215,0.371225,21.039161,uniform_fins,pending
id_train_0034,id_train,8.955351,8,4.862806,2.589685,0.277414,10.788585,uniform_fins,pending
id_train_0355,id_train,4.045264,4,2.083497,3.655002,0.776592,46.457402,uniform_fins,pending
id_train_0361,id_train,8.144804,5,3.729581,2.957175,0.573988,31.413064,uniform_fins,pending
id_train_0207,id_train,7.857604,6,5.713159,2.685121,0.738661,33.553054,uniform_fins,pending
id_train_0088,id_train,7.1947,7,2.178151,3.206077,0.334923,23.00158,uniform_fins,pending
id_train_0374,id_train,8.579791,8,2.461168,2.189396,0.724403,25.498746,uniform_fins,pending
id_train_0065,id_train,9.232314,4,3.531158,2.925046,0.500863,25.223212,uniform_fins,pending
id_train_0351,id_train,5.220383,5,3.238145,5.428756,0.304074,31.174073,uniform_fins,pending
id_train_0147,id_train,6.990037,6,3.280232,2.347517,0.438322,17.503439,uniform_fins,pending
id_train_0013,id_train,9.119393,7,4.96913,2.254803,0.279338,13.61033,uniform_fins,pending
id_train_0104,id_train,6.063193,8,3.393194,5.544682,0.442544,41.818995,uniform_fins,pending
id_train_0235,id_train,6.505025,4,2.688498,3.337206,0.692212,40.752079,uniform_fins,pending
id_train_0026,id_train,7.428304,5,2.082456,5.709804,0.220345,24.811003,uniform_fins,pending
id_train_0242,id_train,5.716855,6,3.792751,3.171106,0.7686,47.092546,uniform_fins,pending
id_train_0128,id_train,5.623449,7,2.97447,2.405027,0.913703,48.451287,uniform_fins,pending
id_train_0029,id_train,9.291489,8,4.81045,2.905882,0.345296,17.447814,uniform_fins,pending
id_train_0295,id_train,7.980336,4,4.846165,3.362415,0.256649,16.229666,uniform_fins,pending
id_train_0131,id_train,9.228107,5,4.896444,2.579074,0.912448,47.29502,uniform_fins,pending
id_train_0152,id_train,4.841543,6,3.476759,2.267898,1.029672,45.236111,uniform_fins,pending
id_train_0168,id_train,5.200347,7,3.643065,2.115238,0.771698,36.919911,uniform_fins,pending
id_train_0099,id_train,5.595691,8,3.104003,2.162843,0.485994,22.184444,uniform_fins,pending
id_train_0305,id_train,5.512189,4,3.312403,3.306539,0.459873,30.239262,uniform_fins,pending
id_train_0146,id_train,7.220124,5,4.56569,4.329747,0.425489,38.680645,uniform_fins,pending
id_train_0277,id_train,9.311989,6,2.145068,2.519921,0.210678,10.296831,uniform_fins,pending
id_train_0028,id_train,7.114483,7,3.379525,2.48093,0.623654,35.499894,uniform_fins,pending
id_train_0094,id_train,4.762114,8,2.908493,4.977228,0.203893,21.421045,uniform_fins,pending
id_train_0335,id_train,4.563671,4,2.891822,4.73274,0.53867,49.622031,uniform_fins,pending
id_train_0051,id_train,4.294949,5,2.928295,4.499222,0.504592,49.662287,uniform_fins,pending
id_train_0177,id_train,8.667082,6,3.454254,4.761432,0.44976,41.668141,uniform_fins,pending
id_train_0208,id_train,5.470736,7,3.277427,4.676074,0.395406,42.79514,uniform_fins,pending
id_train_0234,id_train,4.400928,8,3.053849,2.183064,0.836177,41.410559,uniform_fins,pending
id_train_0275,id_train,5.667035,4,4.035271,5.418643,0.363868,40.866843,uniform_fins,pending
id_train_0066,id_train,6.756207,5,2.799815,3.65088,0.244738,21.729982,uniform_fins,pending
id_train_0052,id_train,7.314296,6,4.78083,5.592008,0.3432,37.412609,uniform_fins,pending
id_train_0253,id_train,9.574421,7,5.024991,4.286985,0.224071,26.305791,uniform_fins,pending
id_train_0354,id_train,7.071638,8,2.250615,5.863035,0.330413,46.523964,uniform_fins,pending
id_train_0135,id_train,5.245863,4,2.210985,2.557318,0.520192,29.766251,uniform_fins,pending
id_train_0386,id_train,7.769841,5,4.378344,2.005165,0.764333,39.567635,uniform_fins,pending
id_train_0362,id_train,6.494654,6,4.555153,3.591476,0.558117,39.77494,uniform_fins,pending
id_train_0108,id_train,7.396133,7,3.999773,2.818351,0.332245,27.162122,uniform_fins,pending
id_train_0144,id_train,6.834074,8,4.544061,4.258272,0.214294,22.080874,uniform_fins,pending
id_train_0330,id_train,4.636477,4,2.177122,4.59444,0.38557,40.439915,uniform_fins,pending
id_train_0276,id_train,4.102757,5,2.232568,4.311407,0.433686,49.185909,uniform_fins,pending
id_train_0197,id_train,6.545037,6,4.741936,2.704899,0.731257,42.068383,uniform_fins,pending
id_train_0318,id_train,5.13227,7,2.240334,3.080108,0.435173,41.181819,uniform_fins,pending
id_train_0084,id_train,7.633649,8,5.592556,2.756049,0.711134,49.895109,uniform_fins,pending
id_train_0125,id_train,4.129599,4,2.530783,2.145129,0.23057,11.463045,uniform_fins,pending
id_train_0186,id_train,7.301042,5,2.425999,5.973733,0.253563,43.971113,uniform_fins,pending
id_train_0392,id_train,8.238759,6,4.050964,2.178191,0.316348,15.0121,uniform_fins,pending
id_train_0033,id_train,4.45106,7,2.719507,2.241032,0.613675,46.015412,uniform_fins,pending
id_train_0244,id_train,9.028129,8,3.952107,3.442967,0.319218,28.591136,uniform_fins,pending
id_train_0315,id_train,7.594329,4,4.200355,3.996322,0.493655,45.897837,uniform_fins,pending
id_train_0246,id_train,4.530251,5,2.308783,3.518564,0.410367,47.617657,uniform_fins,pending
id_train_0272,id_train,6.60936,6,2.356622,5.423921,0.327501,49.334788,uniform_fins,pending
id_train_0328,id_train,8.266835,7,4.57855,3.155246,0.390414,47.336771,uniform_fins,pending
id_train_0214,id_train,5.999252,8,4.419695,4.509532,0.359845,43.454345,uniform_fins,pending
id_train_0220,id_train,4.197144,4,2.10407,5.947205,0.351251,36.437951,uniform_fins,pending
id_train_0176,id_train,6.917071,5,4.487156,4.448972,0.283025,43.478061,uniform_fins,pending
id_train_0142,id_train,6.876919,6,4.076149,2.224529,0.393711,26.413758,uniform_fins,pending
id_train_0263,id_train,9.98886,7,5.108361,2.610452,0.306211,35.150743,uniform_fins,pending
id_train_0174,id_train,8.013878,8,2.235678,3.844654,0.475866,49.925338,uniform_fins,pending
id_train_0020,id_train,8.681073,4,3.429667,2.751084,0.550064,40.693187,uniform_fins,pending
id_train_0291,id_train,5.943725,5,3.442332,4.128245,0.309349,45.15995,uniform_fins,pending
id_train_0077,id_train,5.549923,6,3.340202,4.051294,0.256122,32.832794,uniform_fins,pending
id_train_0188,id_train,5.111323,7,3.744452,3.577559,0.272761,43.219813,uniform_fins,pending
id_train_0294,id_train,7.33674,8,4.401745,2.413644,0.600007,46.057396,uniform_fins,pending
id_train_0105,id_train,4.838454,4,3.086808,2.595464,0.397385,35.017596,uniform_fins,pending
id_train_0041,id_train,7.686329,5,3.769337,2.643357,0.31889,32.47426,uniform_fins,pending
id_train_0102,id_train,5.058646,6,2.293459,5.676009,0.23987,39.34568,uniform_fins,pending
id_train_0103,id_train,4.302538,7,2.687557,3.630005,0.296833,49.324396,uniform_fins,pending
id_train_0274,id_train,7.413097,8,3.896067,2.279007,0.355576,33.436302,uniform_fins,pending
id_train_0390,id_train,6.568015,4,2.148217,2.436516,0.222268,29.159476,uniform_fins,pending
id_train_0166,id_train,8.369138,5,2.156951,2.027106,0.4575,45.362209,uniform_fins,pending
id_train_0017,id_train,5.563948,6,3.523328,2.2638,0.245531,20.278886,uniform_fins,pending
id_train_0218,id_train,4.658419,7,2.085831,3.010024,0.215621,41.684465,uniform_fins,pending
id_train_0224,id_train,6.762689,8,4.001547,2.793462,0.358004,44.288631,uniform_fins,pending
id_train_0310,id_train,4.826644,4,3.371906,2.206797,0.266946,34.65075,uniform_fins,pending
id_train_0096,id_train,5.123366,5,3.496126,2.08686,0.337364,38.665819,uniform_fins,pending
id_train_0157,id_train,9.941167,6,5.702626,2.094944,0.233698,40.3003,uniform_fins,pending
id_train_0368,id_train,8.970713,7,4.882154,2.131627,0.208244,39.62661,uniform_fins,pending
id_train_0009,id_train,8.347014,8,5.156185,2.523469,0.262868,33.192345,uniform_fins,pending
id_calibration_0465,id_calibration,9.105335,4,5.210867,5.477397,1.438876,30.751103,uniform_fins,pending
id_calibration_0486,id_calibration,5.721147,5,2.411175,4.321512,1.381517,11.003185,uniform_fins,pending
id_calibration_0437,id_calibration,9.707288,6,3.017552,5.288797,1.079189,7.352447,uniform_fins,pending
id_calibration_0423,id_calibration,6.395185,7,4.218072,4.080476,1.24824,12.674474,uniform_fins,pending
id_calibration_0454,id_calibration,9.328744,8,4.097276,3.307342,0.713314,5.165373,uniform_fins,pending
id_calibration_0490,id_calibration,8.039842,4,5.183412,4.11841,0.571493,9.297067,uniform_fins,pending
id_calibration_0476,id_calibration,8.39978,5,3.257364,5.73999,1.096459,23.304019,uniform_fins,pending
id_calibration_0412,id_calibration,4.071807,6,2.928714,3.820808,1.406562,19.371834,uniform_fins,pending
id_calibration_0463,id_calibration,7.237658,7,3.330432,3.91668,0.886384,9.606309,uniform_fins,pending
id_calibration_0404,id_calibration,9.691225,8,4.687878,4.794884,1.109992,12.003226,uniform_fins,pending
id_calibration_0425,id_calibration,6.628786,4,4.015144,5.107014,1.455299,36.027674,uniform_fins,pending
id_calibration_0406,id_calibration,8.728311,5,3.069628,5.405817,1.317258,26.743255,uniform_fins,pending
id_calibration_0492,id_calibration,7.349465,6,2.644976,4.455102,0.489271,7.908411,uniform_fins,pending
id_calibration_0468,id_calibration,4.43388,7,2.981922,4.98784,1.133739,17.664493,uniform_fins,pending
id_calibration_0449,id_calibration,6.774079,8,4.266482,5.788324,0.439596,6.0259,uniform_fins,pending
id_calibration_0480,id_calibration,6.082812,4,2.608102,3.725867,1.467678,38.048637,uniform_fins,pending
id_calibration_0416,id_calibration,6.808012,5,2.329823,3.695205,0.734703,17.960367,uniform_fins,pending
id_calibration_0487,id_calibration,9.191419,6,5.903866,5.017323,1.296726,26.063162,uniform_fins,pending
id_calibration_0483,id_calibration,7.471461,7,3.51341,2.198618,1.384044,11.615329,uniform_fins,pending
id_calibration_0424,id_calibration,5.88143,8,2.786036,4.949137,1.40814,20.525971,uniform_fins,pending
id_calibration_0415,id_calibration,4.676104,4,2.310935,2.628285,0.681229,18.148494,uniform_fins,pending
id_calibration_0411,id_calibration,8.54305,5,3.85532,5.523596,0.957114,37.363587,uniform_fins,pending
id_calibration_0462,id_calibration,5.104862,6,3.804141,2.691851,0.870579,10.122577,uniform_fins,pending
id_calibration_0418,id_calibration,9.38785,7,4.20742,5.395438,1.264557,36.14798,uniform_fins,pending
id_calibration_0414,id_calibration,6.318064,8,2.7712,2.830342,1.206105,11.832769,uniform_fins,pending
id_calibration_0475,id_calibration,8.868254,4,2.819877,3.018462,0.329824,10.364557,uniform_fins,pending
id_calibration_0431,id_calibration,5.485223,5,3.033934,4.097095,1.356225,41.553397,uniform_fins,pending
id_calibration_0442,id_calibration,6.209033,6,2.565901,3.92607,1.385498,31.496347,uniform_fins,pending
id_calibration_0453,id_calibration,4.960866,7,3.163242,4.585177,1.440599,44.127408,uniform_fins,pending
id_calibration_0479,id_calibration,6.153065,8,4.467476,4.662582,0.811757,13.480631,uniform_fins,pending
id_calibration_0495,id_calibration,6.851443,4,4.587092,3.546769,1.210304,45.706768,uniform_fins,pending
id_calibration_0421,id_calibration,9.426162,5,3.002478,2.918744,1.479293,34.715434,uniform_fins,pending
id_calibration_0482,id_calibration,6.578288,6,3.438458,2.204505,0.477371,6.986834,uniform_fins,pending
id_calibration_0438,id_calibration,9.660171,7,5.983511,4.942618,0.819052,27.215619,uniform_fins,pending
id_calibration_0444,id_calibration,5.654082,8,3.582393,5.231952,0.900161,18.116045,uniform_fins,pending
id_calibration_0445,id_calibration,5.904251,4,3.107067,3.178258,1.314096,44.757099,uniform_fins,pending
id_calibration_0491,id_calibration,8.338851,5,4.494981,2.87747,1.170938,28.918258,uniform_fins,pending
id_calibration_0452,id_calibration,9.162964,6,4.403652,5.645959,1.233679,47.558165,uniform_fins,pending
id_calibration_0493,id_calibration,7.49273,7,4.048638,3.613141,0.699984,19.865141,uniform_fins,pending
id_calibration_0434,id_calibration,5.311167,8,3.200819,4.571732,0.810523,15.589754,uniform_fins,pending
id_calibration_0450,id_calibration,8.244648,4,4.523464,2.548341,1.319712,42.316641,uniform_fins,pending
id_calibration_0451,id_calibration,9.039783,5,5.755909,3.43117,1.346383,41.835956,uniform_fins,pending
id_calibration_0457,id_calibration,9.921494,6,2.04228,3.252282,0.630043,14.516674,uniform_fins,pending
id_calibration_0488,id_calibration,4.898429,7,3.5076,5.628573,0.798942,32.089552,uniform_fins,pending
id_calibration_0484,id_calibration,7.773246,8,3.580318,4.410371,1.191677,22.546519,uniform_fins,pending
id_calibration_0470,id_calibration,6.65572,4,3.698446,5.805755,0.581977,44.664544,uniform_fins,pending
id_calibration_0481,id_calibration,9.200812,5,3.703979,3.857153,1.353194,47.870286,uniform_fins,pending
id_calibration_0477,id_calibration,9.683492,6,3.221803,2.110197,1.204865,22.666308,uniform_fins,pending
id_calibration_0413,id_calibration,9.624047,7,3.032188,3.700904,0.342033,10.547706,uniform_fins,pending
id_calibration_0419,id_calibration,6.140279,8,3.095697,4.488487,1.086978,23.712028,uniform_fins,pending
id_calibration_0435,id_calibration,8.74015,4,4.282589,5.855203,0.517726,40.977322,uniform_fins,pending
id_calibration_0401,id_calibration,8.2779,5,5.735058,4.818323,0.401644,18.407662,uniform_fins,pending
id_calibration_0472,id_calibration,8.464071,6,5.177445,2.458679,1.268928,28.530508,uniform_fins,pending
id_calibration_0458,id_calibration,8.62046,7,5.680734,2.977997,1.465532,45.497116,uniform_fins,pending
id_calibration_0409,id_calibration,8.6495,8,2.298418,5.695492,1.076145,42.488556,uniform_fins,pending
id_calibration_0410,id_calibration,4.605959,4,2.397441,2.88684,0.766393,29.980234,uniform_fins,pending
id_calibration_0446,id_calibration,7.578633,5,3.169466,4.143969,1.253633,49.536364,uniform_fins,pending
id_calibration_0432,id_calibration,8.813854,6,5.634069,3.691021,0.293658,11.294592,uniform_fins,pending
id_calibration_0448,id_calibration,7.733053,7,3.797288,3.394284,1.227643,43.581523,uniform_fins,pending
id_calibration_0439,id_calibration,7.283799,8,3.443153,5.852395,0.906848,44.711006,uniform_fins,pending
id_calibration_0430,id_calibration,4.886669,4,2.052158,4.740853,0.366544,24.334373,uniform_fins,pending
id_calibration_0456,id_calibration,5.575783,5,4.030347,2.39193,1.370322,31.319229,uniform_fins,pending
id_calibration_0422,id_calibration,4.179481,6,3.10532,2.73499,1.24879,36.080255,uniform_fins,pending
id_calibration_0403,id_calibration,6.022969,7,2.351313,4.683872,0.77944,42.390106,uniform_fins,pending
id_calibration_0494,id_calibration,5.701231,8,2.764261,3.959555,1.055197,35.655819,uniform_fins,pending
id_calibration_0400,id_calibration,4.702494,4,2.777651,3.104264,0.616183,29.682896,uniform_fins,pending
id_calibration_0466,id_calibration,9.528159,5,5.660907,3.164727,0.652332,20.967851,uniform_fins,pending
id_calibration_0427,id_calibration,5.74415,6,2.198179,5.611819,0.724332,47.507233,uniform_fins,pending
id_calibration_0433,id_calibration,7.01336,7,3.465225,2.582935,1.107354,34.382721,uniform_fins,pending
id_calibration_0459,id_calibration,8.560421,8,4.902823,4.703223,0.917285,37.170289,uniform_fins,pending
id_calibration_0405,id_calibration,8.882034,4,3.987847,2.383852,0.978161,36.777316,uniform_fins,pending
id_calibration_0471,id_calibration,9.591381,5,5.287962,3.680316,1.149687,43.315961,uniform_fins,pending
id_calibration_0407,id_calibration,5.077979,6,2.868025,3.989218,0.690052,32.690645,uniform_fins,pending
id_calibration_0498,id_calibration,6.21129,7,2.211512,3.259836,0.667827,28.229092,uniform_fins,pending
id_calibration_0489,id_calibration,8.043327,8,5.305675,2.929689,1.469814,37.504937,uniform_fins,pending
id_calibration_0455,id_calibration,5.762172,4,3.378319,2.124957,0.920351,35.288375,uniform_fins,pending
id_calibration_0461,id_calibration,8.750441,5,3.436491,4.242607,0.642249,33.205555,uniform_fins,pending
id_calibration_0402,id_calibration,4.743894,6,2.172523,3.283229,0.840169,35.812557,uniform_fins,pending
id_calibration_0473,id_calibration,6.017337,7,3.712523,5.028124,0.405314,26.501697,uniform_fins,pending
id_calibration_0469,id_calibration,7.323994,8,5.060321,2.450254,1.117905,27.470748,uniform_fins,pending
id_calibration_0440,id_calibration,5.784585,4,3.915115,5.463237,0.461846,48.067342,uniform_fins,pending
id_calibration_0436,id_calibration,8.89697,5,5.057572,3.074428,0.896506,48.79778,uniform_fins,pending
id_calibration_0417,id_calibration,4.159686,6,2.179373,4.896935,0.683501,40.585353,uniform_fins,pending
id_calibration_0478,id_calibration,4.087132,7,2.811695,2.4095,0.891564,36.611244,uniform_fins,pending
id_calibration_0474,id_calibration,9.543005,8,4.020048,2.72528,1.45349,42.267863,uniform_fins,pending
id_calibration_0460,id_calibration,7.100014,4,3.824662,3.584186,0.528673,40.531615,uniform_fins,pending
id_calibration_0496,id_calibration,8.692223,5,2.454836,5.882907,0.238586,28.734798,uniform_fins,pending
id_calibration_0467,id_calibration,9.798112,6,5.839125,2.30044,0.325035,16.518486,uniform_fins,pending
id_calibration_0428,id_calibration,6.270464,7,2.016235,4.46778,0.551001,46.114717,uniform_fins,pending
id_calibration_0464,id_calibration,9.960427,8,4.686556,4.26311,0.653523,33.339913,uniform_fins,pending
id_calibration_0485,id_calibration,9.854025,4,5.578562,2.85011,0.289362,30.832022,uniform_fins,pending
id_calibration_0441,id_calibration,5.915375,5,3.801132,2.007525,0.543887,26.922652,uniform_fins,pending
id_calibration_0497,id_calibration,6.236999,6,2.945236,2.770362,0.27387,32.618468,uniform_fins,pending
id_calibration_0408,id_calibration,5.683835,7,2.700933,2.858404,0.407628,40.141579,uniform_fins,pending
id_calibration_0499,id_calibration,6.243418,8,2.426458,5.833624,0.50288,41.140918,uniform_fins,pending
id_calibration_0420,id_calibration,7.120093,4,4.785927,2.338452,0.373618,49.143683,uniform_fins,pending
id_calibration_0426,id_calibration,5.256946,5,2.108373,2.307762,0.546895,40.239432,uniform_fins,pending
id_calibration_0447,id_calibration,8.610054,6,2.532686,2.475259,0.391088,48.932689,uniform_fins,pending
id_calibration_0443,id_calibration,8.843369,7,5.608555,2.621387,0.314585,46.577246,uniform_fins,pending
id_calibration_0429,id_calibration,4.752294,8,3.251122,5.617414,0.292099,42.649191,uniform_fins,pending
id_test_0520,id_test,9.999972,4,2.111706,4.382942,1.446175,5.909117,uniform_fins,pending
id_test_0576,id_test,4.328347,5,2.657395,5.621846,0.887097,8.706165,uniform_fins,pending
id_test_0537,id_test,4.498166,6,2.115999,3.346006,1.458923,6.83602,uniform_fins,pending
id_test_0548,id_test,6.127282,7,2.379986,4.612888,1.390366,6.063768,uniform_fins,pending
id_test_0514,id_test,6.935142,8,2.318963,5.931039,0.813941,5.10004,uniform_fins,pending
id_test_0545,id_test,7.44365,4,4.080073,4.541719,1.159159,6.903373,uniform_fins,pending
id_test_0501,id_test,4.337752,5,3.240664,2.6577,1.335737,8.198742,uniform_fins,pending
id_test_0517,id_test,6.105324,6,4.170161,4.059524,1.451323,16.961197,uniform_fins,pending
id_test_0503,id_test,7.002189,7,3.659302,5.823622,1.155802,9.244499,uniform_fins,pending
id_test_0574,id_test,9.954894,8,5.380412,4.998,0.965828,12.59329,uniform_fins,pending
id_test_0530,id_test,4.98225,4,2.650695,4.910733,0.857097,6.635405,uniform_fins,pending
id_test_0566,id_test,4.859266,5,2.152797,3.5946,0.943027,9.49429,uniform_fins,pending
id_test_0542,id_test,8.507632,6,2.183102,3.298731,0.905107,8.642472,uniform_fins,pending
id_test_0593,id_test,5.607129,7,3.200402,5.06664,0.453051,5.515729,uniform_fins,pending
id_test_0584,id_test,9.61339,8,5.891782,3.415576,0.791925,7.267646,uniform_fins,pending
id_test_0540,id_test,9.634176,4,5.782275,5.700131,0.8035,8.792612,uniform_fins,pending
id_test_0551,id_test,8.093217,5,5.672715,5.144217,1.312951,23.82913,uniform_fins,pending
id_test_0532,id_test,7.064301,6,2.557072,5.367292,1.284595,30.33915,uniform_fins,pending
id_test_0523,id_test,6.097254,7,3.22343,4.845905,1.493199,19.505229,uniform_fins,pending
id_test_0589,id_test,4.360629,8,3.23247,3.292966,1.200769,14.431229,uniform_fins,pending
id_test_0550,id_test,4.926288,4,2.570737,3.221915,1.325741,12.333239,uniform_fins,pending
id_test_0556,id_test,7.991889,5,4.015834,5.361001,0.716177,16.15622,uniform_fins,pending
id_test_0592,id_test,6.527135,6,2.835213,5.665748,1.063498,27.87201,uniform_fins,pending
id_test_0573,id_test,8.910786,7,5.378112,5.305807,0.670767,9.849358,uniform_fins,pending
id_test_0579,id_test,4.227553,8,2.961034,4.020009,0.945754,16.822171,uniform_fins,pending
id_test_0555,id_test,5.45524,4,3.905504,2.154892,1.266337,8.225699,uniform_fins,pending
id_test_0531,id_test,8.49311,5,3.983762,4.248338,0.988899,20.070512,uniform_fins,pending
id_test_0562,id_test,5.897074,6,2.517144,2.567528,0.848863,12.818549,uniform_fins,pending
id_test_0538,id_test,6.253971,7,2.02607,5.486321,1.280855,20.483849,uniform_fins,pending
id_test_0539,id_test,8.488141,8,5.930321,5.349529,0.808468,21.937106,uniform_fins,pending
id_test_0565,id_test,7.753795,4,4.424482,3.393124,1.196771,13.468019,uniform_fins,pending
id_test_0561,id_test,4.134762,5,2.962884,3.439991,0.662674,13.08521,uniform_fins,pending
id_test_0512,id_test,4.021836,6,2.671146,5.796505,0.626255,21.718125,uniform_fins,pending
id_test_0553,id_test,9.069448,7,3.868462,5.83262,1.193451,23.602731,uniform_fins,pending
id_test_0549,id_test,9.583586,8,5.744568,5.201442,0.827689,22.016664,uniform_fins,pending
id_test_0590,id_test,8.165196,4,4.061164,5.156988,0.820195,15.897835,uniform_fins,pending
id_test_0546,id_test,6.681637,5,2.696934,4.480747,1.071244,37.696411,uniform_fins,pending
id_test_0572,id_test,4.978693,6,2.732513,5.15009,0.261428,11.568276,uniform_fins,pending
id_test_0568,id_test,6.297088,7,2.762128,2.866667,0.867839,10.563271,uniform_fins,pending
id_test_0519,id_test,4.384116,8,3.067112,5.635564,0.774193,18.937326,uniform_fins,pending
id_test_0505,id_test,9.712958,4,3.261525,2.47254,1.394117,17.859483,uniform_fins,pending
id_test_0536,id_test,6.372953,5,3.936039,3.865781,0.977793,30.67078,uniform_fins,pending
id_test_0552,id_test,8.089759,6,5.4719,2.565805,1.000696,27.52169,uniform_fins,pending
id_test_0588,id_test,4.509676,7,2.88722,4.739785,1.480746,37.855072,uniform_fins,pending
id_test_0564,id_test,5.288008,8,2.328656,4.528569,0.832446,25.719473,uniform_fins,pending
id_test_0515,id_test,4.872599,4,2.01296,4.715109,1.09235,38.872568,uniform_fins,pending
id_test_0516,id_test,6.173027,5,3.263654,4.901797,1.080333,47.420039,uniform_fins,pending
id_test_0597,id_test,4.666887,6,3.136592,2.036655,0.470277,11.118204,uniform_fins,pending
id_test_0518,id_test,8.761293,7,3.166813,3.895446,0.992505,29.347452,uniform_fins,pending
id_test_0599,id_test,9.49626,8,5.551735,2.072311,0.944319,15.161819,uniform_fins,pending
id_test_0575,id_test,6.110352,4,2.824775,3.264568,1.097709,40.397703,uniform_fins,pending
id_test_0581,id_test,5.091063,5,3.330157,5.731946,1.031168,47.151642,uniform_fins,pending
id_test_0557,id_test,7.154342,6,4.826246,3.672359,0.455494,24.909561,uniform_fins,pending
id_test_0513,id_test,7.05865,7,3.974467,5.889091,0.679753,31.934817,uniform_fins,pending
id_test_0504,id_test,5.407747,8,3.102087,5.456285,0.250572,10.855783,uniform_fins,pending
id_test_0595,id_test,5.82405,4,4.366899,4.184161,0.360899,18.869178,uniform_fins,pending
id_test_0596,id_test,6.350678,5,3.69065,5.971302,0.71921,39.914291,uniform_fins,pending
id_test_0547,id_test,6.6644,6,4.048044,2.777805,0.998438,41.935028,uniform_fins,pending
id_test_0543,id_test,7.655657,7,2.987702,5.392614,0.742859,34.168146,uniform_fins,pending
id_test_0529,id_test,6.611408,8,2.504033,5.807305,1.043612,48.723281,uniform_fins,pending
id_test_0580,id_test,5.160124,4,2.76945,4.442556,0.845554,47.06089,uniform_fins,pending
id_test_0526,id_test,9.754602,5,3.557485,2.745404,0.829429,23.126256,uniform_fins,pending
id_test_0567,id_test,7.664083,6,3.304972,3.786098,0.619649,38.093531,uniform_fins,pending
id_test_0533,id_test,5.537819,7,3.211219,2.998034,0.744515,23.966299,uniform_fins,pending
id_test_0544,id_test,4.489899,8,2.910777,3.098808,0.822424,21.316025,uniform_fins,pending
id_test_0510,id_test,6.945622,4,4.687378,2.341048,1.084343,37.261974,uniform_fins,pending
id_test_0506,id_test,7.529728,5,3.096507,3.945052,0.923235,39.063228,uniform_fins,pending
id_test_0527,id_test,4.594091,6,3.243004,2.077733,0.815405,28.374795,uniform_fins,pending
id_test_0598,id_test,8.120891,7,2.987863,5.440149,0.73955,44.978661,uniform_fins,pending
id_test_0559,id_test,8.434588,8,2.00431,4.346834,0.242282,8.880096,uniform_fins,pending
id_test_0560,id_test,9.139883,4,3.44916,2.46645,1.073687,39.458248,uniform_fins,pending
