case_id,pool,h_ch,n_fin,h_fin,d_in,u_in,q_w,geometry_family,solver_status,backfill_round,replacement_for,candidate_index_for_replacement,target_ood_axis,target_distance_bin,target_nearest_id_train_distance,nearest_id_train_distance,temperature_risk_proxy,generation_note
ood_test_pbf03_0098,ood_test,11.529096,12,2.028388,4.383332,0.389343,47.921334,uniform_fins,pending,3,ood_test_0116,0,h_ch_high,5,1.18036155,1.17067402,42.11952078,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0062,ood_test,11.880511,10,5.452352,3.12602,1.288436,22.056341,uniform_fins,pending,3,ood_test_0118,0,h_ch_high,2,0.69727719,0.66200343,6.84524312,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0063,ood_test,12.100326,10,2.761936,4.150025,1.176311,36.777716,uniform_fins,pending,3,ood_test_0118,1,h_ch_high,2,0.69727719,0.68212414,9.41720223,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0040,ood_test,12.031658,3,5.250477,5.965845,0.840416,15.804802,uniform_fins,pending,3,ood_test_0120,0,h_ch_high,1,0.56230832,0.59583222,1.18209954,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0041,ood_test,11.509695,3,3.05761,2.456012,1.011558,34.39202,uniform_fins,pending,3,ood_test_0120,1,h_ch_high,1,0.56230832,0.51519666,5.19119902,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0046,ood_test,11.867352,12,3.094008,4.742159,1.474389,16.368228,uniform_fins,pending,3,ood_test_0122,0,h_ch_high,4,1.10028708,1.10802553,3.51159750,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0047,ood_test,11.942648,12,3.165854,3.202962,0.919775,36.047297,uniform_fins,pending,3,ood_test_0122,1,h_ch_high,4,1.10028708,1.12791623,18.35399363,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0096,ood_test,12.310951,12,2.107115,5.066814,1.189731,21.14798,uniform_fins,pending,3,ood_test_0134,0,h_ch_high,4,1.13418171,1.10022458,5.26230978,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0097,ood_test,11.748746,12,3.153766,5.203179,0.483531,49.572722,uniform_fins,pending,3,ood_test_0134,1,h_ch_high,4,1.13418171,1.10631522,29.55567865,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0076,ood_test,12.293605,12,2.927646,2.886723,0.483798,30.668656,uniform_fins,pending,3,ood_test_0140,0,h_ch_high,5,1.15393451,1.18291828,32.93948631,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0077,ood_test,12.288054,12,4.904106,2.62796,0.445052,43.654755,uniform_fins,pending,3,ood_test_0140,1,h_ch_high,5,1.15393451,1.22873416,55.98778764,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0072,ood_test,12.312918,10,2.105647,2.161121,0.840561,19.272395,uniform_fins,pending,3,ood_test_0142,0,h_ch_high,4,0.87392682,0.81987537,13.26164450,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0073,ood_test,11.594111,10,5.917395,3.301006,0.293994,49.418163,uniform_fins,pending,3,ood_test_0142,1,h_ch_high,4,0.87392682,0.86456106,63.65196710,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0022,ood_test,6.131546,12,3.98906,0.477971,0.905309,42.013781,uniform_fins,pending,3,ood_test_0143,0,d_in_low,5,1.21995798,1.15003294,145.64133162,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
ood_test_pbf03_0023,ood_test,9.870446,12,3.708654,0.667991,0.637119,49.210014,uniform_fins,pending,3,ood_test_0143,1,d_in_low,5,1.21995798,1.18512748,173.44172322,"OOD physical-acquisition backfill matched to dropped case n_fin, OOD axis, and distance quintile"
