case_id,pool,case_dir,solver,mesh_cells,residual_U_initial,residual_U_final,residual_p_initial,residual_p_final,residual_T_initial,residual_T_final,flow_converged_reported,iterations_flow,iterations_temperature,scalar_stability_passed,scalar_mean_delta_T_K,scalar_max_delta_T_K,scalar_stability_window_s,scalar_stability_reason,raw_enthalpy_passed,raw_enthalpy_outlet_delta_T_K,raw_enthalpy_expected_delta_T_K,raw_enthalpy_balance_ratio,raw_enthalpy_mass_balance_rel_error,raw_enthalpy_reason,raw_temperature_extrema_passed,raw_temperature_min_T_K,raw_temperature_mean_T_K,raw_temperature_max_T_K,raw_temperature_reason,wall_time_sec,converged,dropped,drop_reason,openfoam_version
id_train_0046,id_train,openfoam_cases/id_train_0046,simpleFoam+thermalEnergyFoam,13120,8.2889662e-07,2.1520786e-09,9.9958737e-07,9.8478927e-08,6.2506663e-07,8.6092735e-10,true,2526,4,true,2.7399390243756587e-05,0.0021300000000223918,1.0,,true,0.034368016502128285,0.034377471238572085,0.9997249728934922,5.796933233936264e-09,,true,293.14998,294.5433427957317,311.58155,,43.068,true,false,,OpenFOAM-13
id_train_0047,id_train,openfoam_cases/id_train_0047,simpleFoam+thermalEnergyFoam,15180,8.3253954e-07,2.7215288e-09,9.9949207e-07,6.6894604e-08,3.6388027e-07,2.615201e-10,true,6542,6,true,3.882740447949305e-05,0.007029999999986103,1.0,,true,0.17743168282663646,0.17715385566652664,1.0015682817574842,1.9119359671435807e-09,,true,293.14996,300.20278588405796,359.15097,,82.984,true,false,,OpenFOAM-13
id_train_0048,id_train,openfoam_cases/id_train_0048,simpleFoam+thermalEnergyFoam,16494,1.2837787e-07,2.7208757e-09,9.9993954e-07,9.5447986e-08,7.8615746e-07,7.044729e-10,true,2236,4,true,3.985449254282104e-05,0.0027299999999854663,1.0,,true,0.07879348889264293,0.0811633079885121,0.9708018419332466,6.916462106054207e-09,,true,293.14997,296.64834508548563,328.09132,,31.855,true,false,,OpenFOAM-13
id_train_0049,id_train,openfoam_cases/id_train_0049,simpleFoam+thermalEnergyFoam,21176,3.9433396e-07,9.4296335e-09,9.9992711e-07,3.196668e-08,3.9211867e-07,8.3606096e-10,true,8762,5,true,2.713354741227331e-05,0.00015000000001919034,1.0,,true,0.13901120568357328,0.14146318939301203,0.982666984111134,1.5829201470641352e-09,,true,293.14997,299.52311473224404,330.04928,,126.480,true,false,,OpenFOAM-13
id_train_0050,id_train,openfoam_cases/id_train_0050,simpleFoam+thermalEnergyFoam,9672,8.8395828e-07,5.8341182e-09,9.9916379e-07,4.9708394e-08,3.752855e-07,9.4302607e-10,true,1791,5,true,1.8342638544181847e-05,0.0004900000000134241,1.0,,true,0.3373131464017547,0.3425430587844417,0.9847321022903047,1.4133637817930635e-07,,true,293.14998,297.52582528329197,344.38405,,25.078,true,false,,OpenFOAM-13
id_train_0051,id_train,openfoam_cases/id_train_0051,simpleFoam+thermalEnergyFoam,9210,7.1065912e-07,3.6128887e-09,9.9371431e-07,8.8516407e-08,4.2380036e-07,5.5068428e-10,true,1854,5,true,1.4718783930565658e-05,0.0006700000000137152,1.0,,true,0.48304567922571096,0.4867465676235504,0.9923966831118947,8.716328545724043e-08,,true,293.14998,298.50325213029316,361.82794,,23.223,true,false,,OpenFOAM-13
id_train_0052,id_train,openfoam_cases/id_train_0052,simpleFoam+thermalEnergyFoam,15984,4.8185937e-07,3.3900492e-09,9.9798453e-07,7.6917705e-08,5.7395006e-07,8.1357723e-10,true,2198,5,true,7.12575075075184e-05,0.0009499999999889042,1.0,,true,0.529634695528614,0.5453413747733389,0.9711984456502074,4.689509744072538e-09,,true,293.14998,304.9406360341591,387.79428,,46.544,true,false,,OpenFOAM-13
id_train_0053,id_train,openfoam_cases/id_train_0053,simpleFoam+thermalEnergyFoam,16882,1.2247026e-07,2.7512591e-09,9.9565991e-07,6.6062502e-08,9.7679085e-07,6.1130862e-10,true,1979,4,true,0.0001444799194409272,0.008160000000032142,1.0,,true,0.2958085549084899,0.3144723767137986,0.9406503617254287,2.90522698175917e-08,,true,293.14998,305.46774208861507,409.87081,,26.995,true,false,,OpenFOAM-13
id_train_0054,id_train,openfoam_cases/id_train_0054,simpleFoam+thermalEnergyFoam,17624,1.775921e-07,3.8650411e-09,9.9333463e-07,2.5392086e-08,1.9551434e-07,6.0261646e-10,true,1730,5,true,8.608715387969097e-06,0.00011000000000649379,1.0,,true,0.044613788033643687,0.0464290018370892,0.9609034497486126,3.344009910285678e-08,,true,293.14999,295.06254043803904,308.43316,,36.129,true,false,,OpenFOAM-13
id_train_0055,id_train,openfoam_cases/id_train_0055,simpleFoam+thermalEnergyFoam,12088,9.974193e-07,8.9713309e-09,9.5020138e-07,6.4462906e-08,5.0163464e-07,8.3716934e-10,true,1982,5,true,2.0141462607657702e-05,0.00024000000001933586,1.0,,true,0.245995984509932,0.2465851189204694,0.9976108273965737,1.095570783039575e-08,,true,293.14998,297.01103839841164,327.2407,,32.579,true,false,,OpenFOAM-13
id_train_0056,id_train,openfoam_cases/id_train_0056,simpleFoam+thermalEnergyFoam,10280,6.1929181e-07,2.9218553e-09,9.8811218e-07,5.635288e-08,2.3505784e-07,7.1415845e-10,true,1798,5,true,4.646887159451501e-06,0.00018000000000029104,1.0,,true,0.131379491616201,0.13511704732160937,0.972338385277824,2.91582577115832e-08,,true,293.14998,294.8716888356031,315.54305,,24.441,true,false,,OpenFOAM-13
id_train_0057,id_train,openfoam_cases/id_train_0057,simpleFoam+thermalEnergyFoam,18180,3.341346e-07,5.5817829e-09,9.9762877e-07,8.3796973e-08,3.7351784e-05,4.4023147e-10,true,4840,500,true,0.0003053344334433433,0.005490000000008877,1.0,,true,0.07250780213234975,0.04310498551293874,1.6821210184744229,2.7389533099669635e-08,,true,293.14998,295.1972908157316,311.95592,,140.617,true,false,,OpenFOAM-13
id_train_0058,id_train,openfoam_cases/id_train_0058,simpleFoam+thermalEnergyFoam,14706,6.4702782e-07,3.6113929e-09,9.9417497e-07,3.058624e-08,1.7464186e-07,9.8043996e-10,true,1509,5,true,8.620971032212182e-06,0.00035000000002582965,1.0,,true,0.40172177117028696,0.4197300341889852,0.9570956053847938,2.3493327169206785e-08,,true,293.14998,298.90189371821026,352.55185,,26.080,true,false,,OpenFOAM-13
id_train_0059,id_train,openfoam_cases/id_train_0059,simpleFoam+thermalEnergyFoam,20432,1.115435e-07,2.5043612e-09,9.8769658e-07,4.4724064e-08,2.188221e-07,9.7951366e-10,true,1457,5,true,6.778093187153028e-05,0.0005499999999756255,1.0,,true,0.2095083771340569,0.22013822340942998,0.9517128551746197,1.5991512683396232e-08,,true,293.14989,307.5402164266836,387.19957,,25.997,true,false,,OpenFOAM-13
id_train_0060,id_train,openfoam_cases/id_train_0060,simpleFoam+thermalEnergyFoam,9032,9.9642204e-07,9.7026526e-09,9.750826e-07,7.5849158e-08,7.7200158e-07,8.9109702e-10,true,1603,4,true,5.991142604084229e-05,0.0034800000000245745,1.0,,true,0.1926161854360089,0.19265523701197543,0.9997972981343658,2.1236996064044194e-10,,true,293.14994,296.63190747785654,334.97969,,20.358,true,false,,OpenFOAM-13
id_train_0061,id_train,openfoam_cases/id_train_0061,simpleFoam+thermalEnergyFoam,18780,6.4875039e-07,2.8958185e-09,9.9522582e-07,6.7704474e-08,8.4935175e-06,3.0454758e-10,true,5672,500,true,0.0002254531416399585,0.002759999999966567,1.0,,true,0.7352169808508506,0.4818751678694502,1.5257415817908173,1.9029115184061432e-08,,true,293.14999,306.4616143109691,371.96135,,173.581,true,false,,OpenFOAM-13
id_train_0062,id_train,openfoam_cases/id_train_0062,simpleFoam+thermalEnergyFoam,14628,5.3801167e-07,7.9229638e-09,9.9982038e-07,7.3452697e-08,2.8203309e-07,3.937832e-10,true,3094,5,true,1.937995624821132e-05,0.00023000000004458343,1.0,,true,0.15094105438214456,0.15161910924097272,0.995527906329073,4.123781815022805e-09,,true,293.14989,297.37990780694554,326.23171,,56.549,true,false,,OpenFOAM-13
id_train_0063,id_train,openfoam_cases/id_train_0063,simpleFoam+thermalEnergyFoam,13636,8.8612884e-07,1.8690613e-09,9.968744e-07,6.5244587e-08,9.0141942e-07,5.0856939e-10,true,1577,4,true,7.09988266353148e-05,0.005969999999990705,1.0,,true,0.26686075154998434,0.26687327360313273,0.9999530786542267,1.176717232983993e-08,,true,293.14999,301.87600508653566,358.1696,,31.927,true,false,,OpenFOAM-13
id_train_0064,id_train,openfoam_cases/id_train_0064,simpleFoam+thermalEnergyFoam,19040,9.2783888e-05,2.1092032e-08,0.00064958081,4.1579663e-06,1.5174423e-05,6.8717499e-11,false,15000,500,true,0.000338082457983176,0.008449999999982083,1.0,,true,0.1535911756032533,0.09966689134264299,1.5410451107100853,4.443556965698832e-08,,true,293.14594,299.7516028986345,349.56327,,399.299,false,true,flow solver did not report convergence; flow residuals did not meet convergence contract,OpenFOAM-13
id_train_0065,id_train,openfoam_cases/id_train_0065,simpleFoam+thermalEnergyFoam,14112,9.4531994e-07,7.1566486e-09,9.9866097e-07,9.2134416e-08,4.2658445e-07,4.837924e-10,true,2571,5,true,3.645904195021216e-05,0.0003400000000510772,1.0,,true,0.3616704587760182,0.3617369479136605,0.9998161947845644,3.6176306821903517e-09,,true,293.14995,301.1770122045068,354.4686,,47.723,true,false,,OpenFOAM-13
id_train_0066,id_train,openfoam_cases/id_train_0066,simpleFoam+thermalEnergyFoam,11460,9.9662898e-07,8.8014071e-09,4.8929484e-07,3.6454849e-08,6.1716322e-07,8.6158249e-10,true,1354,5,true,3.156806282723318e-05,0.0003699999999753345,1.0,,true,0.508799777904926,0.5089238157224577,0.9997562742915547,1.8242680134102568e-08,,true,293.14998,300.26791332897034,339.85436,,22.036,true,false,,OpenFOAM-13
id_train_0067,id_train,openfoam_cases/id_train_0067,simpleFoam+thermalEnergyFoam,10260,0.00074677141,2.3470444e-07,0.004037554,1.7404918e-05,9.9539452e-07,8.4401891e-10,false,15000,14,true,9.649122809803293e-08,3.000000003794412e-05,1.0,,true,0.2066985573969191,0.20709667059466708,0.9980776455912845,7.74385963886281e-05,,true,293.14999,295.2633898070176,341.85118,,167.040,false,true,flow solver did not report convergence; flow residuals did not meet convergence contract,OpenFOAM-13
id_train_0068,id_train,openfoam_cases/id_train_0068,simpleFoam+thermalEnergyFoam,14278,3.1874803e-07,6.1842789e-09,9.9943733e-07,5.0481299e-08,7.6917477e-07,5.7583402e-10,true,1834,4,true,3.4382966801923015e-05,0.003080000000011296,1.0,,true,0.13760714372904204,0.1396360031928549,0.9854703699803642,1.1706274131823657e-08,,true,293.14997,297.0764736160526,331.02168,,22.206,true,false,,OpenFOAM-13
id_train_0069,id_train,openfoam_cases/id_train_0069,simpleFoam+thermalEnergyFoam,17824,4.5688405e-07,9.9310681e-09,9.9996273e-07,7.1391155e-08,3.1720606e-07,9.3284518e-10,true,3829,5,true,6.281586624782445e-05,0.00047000000000707587,1.0,,true,0.34964200765398346,0.35200004858055167,0.9933010210195223,1.605976935138806e-08,,true,293.14992,306.3718064261669,370.84595,,94.308,true,false,,OpenFOAM-13
id_train_0070,id_train,openfoam_cases/id_train_0070,simpleFoam+thermalEnergyFoam,14328,2.819522e-07,6.8779481e-09,9.9837603e-07,4.0128651e-08,3.6245965e-07,9.7396025e-10,true,2375,5,true,3.058277498611413e-05,0.00032000000004472895,1.0,,true,0.22938443347652537,0.23679095164870423,0.9687212787456214,1.5303763449509704e-08,,true,293.14997,298.56956558417085,354.30439,,41.673,true,false,,OpenFOAM-13
id_train_0071,id_train,openfoam_cases/id_train_0071,simpleFoam+thermalEnergyFoam,9770,2.9692528e-07,9.6574377e-09,9.9480695e-07,5.5029671e-08,1.8821817e-07,8.5402102e-10,true,2013,5,true,7.302968270173742e-06,0.00043000000005122274,1.0,,true,0.18806767187163587,0.19487468880243217,0.9650697739525456,1.5489552538440383e-08,,true,293.14998,295.8400760788127,330.93866,,17.145,true,false,,OpenFOAM-13
id_train_0072,id_train,openfoam_cases/id_train_0072,simpleFoam+thermalEnergyFoam,14520,9.9847795e-07,5.4452977e-09,9.0323556e-07,5.2326077e-08,3.7439608e-07,9.4880229e-10,true,2338,5,true,2.0763085399411705e-05,0.00022999999998774,1.0,,true,0.16157252797012234,0.16160923581332867,0.9997728604864592,9.407893813633702e-10,,true,293.14996,297.6093884738292,321.61705,,44.387,true,false,,OpenFOAM-13
id_train_0073,id_train,openfoam_cases/id_train_0073,simpleFoam+thermalEnergyFoam,17628,6.9813705e-08,1.4813982e-09,9.9821808e-07,3.5359118e-08,7.8884736e-07,9.5727668e-10,true,7258,4,true,9.798105287044385e-05,0.006500000000016826,1.0,,true,0.13042858098691568,0.14096693752425485,0.925242353118965,4.641288414747833e-09,,true,293.14997,300.2790186827774,354.06198,,150.855,true,false,,OpenFOAM-13
id_train_0074,id_train,openfoam_cases/id_train_0074,simpleFoam+thermalEnergyFoam,15656,4.3496463e-07,7.6915737e-09,9.9900411e-07,5.8228104e-08,1.2448918e-07,8.6856126e-10,true,3312,5,true,1.2496806336250742e-05,0.00029000000000678483,1.0,,true,0.11768235698559693,0.1181131079266493,0.9963530640365516,2.076996199992689e-08,,true,293.14987,297.5270894736842,328.23732,,66.150,true,false,,OpenFOAM-13
id_train_0075,id_train,openfoam_cases/id_train_0075,simpleFoam+thermalEnergyFoam,10464,8.323609e-07,2.7142034e-09,9.9645593e-07,5.5075957e-08,7.1201108e-07,7.9237447e-10,true,2437,4,true,1.6038799694035666e-05,0.0013600000000337786,1.0,,true,0.02829468133040791,0.02830084802074057,0.9997821022773544,5.547500481907258e-09,,true,293.14998,293.9662590940367,304.58185,,36.456,true,false,,OpenFOAM-13
id_train_0076,id_train,openfoam_cases/id_train_0076,simpleFoam+thermalEnergyFoam,8710,0.00022833772,7.2102188e-08,0.0023209062,1.2224566e-05,1.8032436e-07,8.356225e-10,false,15000,5,true,4.8564867967605254e-06,0.0003600000000005821,1.0,,true,0.11622366202306011,0.11924968222485685,0.9746245009182425,2.7911410502058277e-07,,true,293.13855,295.3095054982779,325.49354,,146.008,false,true,flow solver did not report convergence; flow residuals did not meet convergence contract,OpenFOAM-13
id_train_0077,id_train,openfoam_cases/id_train_0077,simpleFoam+thermalEnergyFoam,11856,9.9537783e-07,5.2666638e-09,4.4040595e-07,3.0905046e-08,5.6901597e-07,9.9768631e-10,true,1325,5,true,4.002361673426157e-05,0.00047000000000707587,1.0,,true,0.7539505637716388,0.7541316334920574,0.9997598963995449,1.1950361265520039e-08,,true,293.14999,302.21139195428475,350.22157,,20.015,true,false,,OpenFOAM-13
id_train_0078,id_train,openfoam_cases/id_train_0078,simpleFoam+thermalEnergyFoam,16162,0.0014212115,5.6600186e-07,0.011103907,8.0882677e-05,1.3694783e-06,7.2844184e-10,false,15000,500,true,5.599554510335415e-07,0.00011000000000649379,1.0,,true,0.22512010806474336,0.26704741135201615,0.8429967807027153,9.550603623156488e-05,,true,293.08241,300.42809744338575,356.60326,,313.114,false,true,flow solver did not report convergence; flow residuals did not meet convergence contract,OpenFOAM-13
id_train_0079,id_train,openfoam_cases/id_train_0079,simpleFoam+thermalEnergyFoam,18472,6.3819625e-07,3.5473554e-09,9.9912514e-07,2.465916e-08,4.7287346e-07,9.6921546e-10,true,1543,5,true,3.6547206582957135e-05,0.0003300000000194814,1.0,,true,0.3191312274992697,0.3355458835842404,0.9510807407033806,7.363866620108297e-08,,true,293.14997,300.15717345225204,341.44983,,32.010,true,false,,OpenFOAM-13
id_train_0080,id_train,openfoam_cases/id_train_0080,simpleFoam+thermalEnergyFoam,10592,2.0489482e-07,4.2222339e-09,9.8938323e-07,3.1173812e-08,7.7966194e-07,8.809656e-10,true,4122,4,true,8.301925981882361e-05,0.006559999999979027,1.0,,true,0.26679195264705413,0.2889012207393194,0.9234711849410465,6.0451644862482555e-09,,true,293.14997,298.3884880825151,385.88045,,49.737,true,false,,OpenFOAM-13
id_train_0081,id_train,openfoam_cases/id_train_0081,simpleFoam+thermalEnergyFoam,17840,6.1485785e-08,1.4330836e-09,9.9792761e-07,5.8303676e-08,1.7537074e-07,8.7752076e-10,true,4224,5,true,2.925112107641147e-05,0.00044000000002597517,1.0,,true,0.10715066193296252,0.11382662202029098,0.9413497478108558,1.5048375224204705e-08,,true,293.14995,298.0061115078475,344.37476,,93.243,true,false,,OpenFOAM-13
id_train_0082,id_train,openfoam_cases/id_train_0082,simpleFoam+thermalEnergyFoam,17436,4.665841e-07,8.4861761e-09,9.9861233e-07,9.993212e-08,1.157846e-05,1.8700701e-10,true,3536,500,true,0.00047401009405825676,0.00722000000001799,1.0,,true,0.48693489568654513,0.3038197263442854,1.602709941008753,9.116091560420536e-09,,true,293.14987,306.30421316873134,396.10215,,100.345,true,false,,OpenFOAM-13
id_train_0083,id_train,openfoam_cases/id_train_0083,simpleFoam+thermalEnergyFoam,21258,9.9134307e-07,2.804063e-09,9.9601496e-07,7.8060297e-08,1.2322764e-05,2.2349973e-10,true,4453,500,true,6.891946561290711e-05,0.0007600000000138607,1.0,,true,0.1620344068953159,0.13423797298840798,1.2070683375806655,1.2069218668355037e-08,,true,293.14999,298.11430443221377,322.00082,,155.091,true,false,,OpenFOAM-13
id_train_0084,id_train,openfoam_cases/id_train_0084,simpleFoam+thermalEnergyFoam,23008,8.5794364e-07,1.7463372e-09,9.9694699e-07,8.1276666e-08,6.0583848e-05,5.1963417e-10,true,3196,500,true,0.004528399252433936,0.06873999999999114,1.0,,true,1.7745939694882509,0.9073602270031312,1.9557766768656555,7.306420240741777e-08,,false,293.14998,345.9908988386648,595.073,raw T_max_K 595.073 above allowed 493.15,125.229,false,true,raw temperature extrema check failed,OpenFOAM-13
id_train_0085,id_train,openfoam_cases/id_train_0085,simpleFoam+thermalEnergyFoam,10464,3.0745544e-07,5.232785e-09,9.9926055e-07,6.7694109e-08,8.1539697e-07,9.0949223e-10,true,2030,4,true,4.589545107000076e-05,0.003179999999986194,1.0,,true,0.06785798429547185,0.06840664322009181,0.9919794496734082,1.562941760164629e-10,,true,293.14995,295.1967115089832,323.58151,,19.801,true,false,,OpenFOAM-13
id_train_0086,id_train,openfoam_cases/id_train_0086,simpleFoam+thermalEnergyFoam,9210,0.00079524422,2.5183052e-07,0.0044622714,2.7844596e-05,1.2821407e-05,3.6299186e-10,false,15000,500,true,1.7557003257377951e-06,0.00038000000000693035,1.0,,true,0.08304190217506857,0.09738631595683303,0.8527060640827332,2.2339055541533724e-05,,true,292.90794,294.77445687622145,320.04766,,118.662,false,true,flow solver did not report convergence; flow residuals did not meet convergence contract,OpenFOAM-13
id_train_0087,id_train,openfoam_cases/id_train_0087,simpleFoam+thermalEnergyFoam,14892,9.9870241e-07,2.8954687e-09,9.8043947e-07,6.4061677e-08,1.2169079e-07,7.4959524e-10,true,2530,5,true,1.0146387321974785e-05,0.00021000000003823516,1.0,,true,0.07774003634648352,0.07776500868473084,0.9996788743591792,2.2494895387796456e-08,,true,293.14998,296.37641396723075,321.73,,51.499,true,false,,OpenFOAM-13
id_train_0088,id_train,openfoam_cases/id_train_0088,simpleFoam+thermalEnergyFoam,12196,9.9816929e-07,4.8444478e-09,6.2899222e-07,6.8585454e-08,1.9097126e-07,9.6236244e-10,true,1490,5,true,9.808133814402457e-06,0.00027000000000043656,1.0,,true,0.4608312831880994,0.4608719346789569,0.999911794388422,5.867074852014025e-09,,true,293.14996,301.7239209568711,338.32117,,27.570,true,false,,OpenFOAM-13
id_train_0089,id_train,openfoam_cases/id_train_0089,simpleFoam+thermalEnergyFoam,11096,2.1452892e-07,3.794377e-09,9.9322852e-07,9.8591494e-08,1.5528538e-07,6.5294228e-10,true,1870,5,true,2.608147079955075e-06,0.0004999999999881766,1.0,,true,0.06219844860959256,0.06514189342094019,0.9548148717089416,1.4529110487293162e-10,,true,293.14998,294.25401279470077,310.56485,,18.604,true,false,,OpenFOAM-13
id_train_0090,id_train,openfoam_cases/id_train_0090,simpleFoam+thermalEnergyFoam,15232,2.9496245e-07,5.6520309e-09,9.9690873e-07,4.8853884e-08,1.7644081e-05,6.041765e-10,true,7120,500,true,0.0003396914390756587,0.005440000000021428,1.0,,true,0.1905451491244321,0.13875378664116217,1.3732608942573226,3.3812165647405666e-08,,true,293.14993,298.0753757254464,347.13371,,103.114,true,false,,OpenFOAM-13
id_train_0091,id_train,openfoam_cases/id_train_0091,simpleFoam+thermalEnergyFoam,10630,9.9792361e-07,6.545977e-09,6.1940492e-07,6.6641527e-08,3.3269593e-07,7.1610646e-10,true,1515,5,true,2.2175917215437747e-05,0.0003400000000510772,1.0,,true,0.3830483102119615,0.3831271706649934,0.9997941663785029,1.2717225413336147e-09,,true,293.14999,298.7773239943556,335.59863,,24.341,true,false,,OpenFOAM-13
id_train_0092,id_train,openfoam_cases/id_train_0092,simpleFoam+thermalEnergyFoam,14892,7.4116054e-08,1.6141891e-09,9.8915875e-07,7.4924672e-08,1.4311605e-07,7.1803425e-10,true,1795,5,true,3.1892291163021725e-05,0.0008100000000013097,1.0,,true,0.1974620959131812,0.20545616230716432,0.9610911334845644,2.1798844817977886e-08,,true,293.14997,300.49149143298416,391.37894,,21.231,true,false,,OpenFOAM-13
id_train_0093,id_train,openfoam_cases/id_train_0093,simpleFoam+thermalEnergyFoam,10898,9.9848832e-07,3.9937755e-09,9.7481475e-07,5.2841213e-08,6.2173495e-07,7.0384794e-10,true,1817,4,true,2.511561754451347e-05,0.0033899999999675856,1.0,,true,0.14537814470361354,0.14539708632748494,0.9998697248731055,2.4424782474155882e-09,,true,293.14998,296.60445319324646,324.58916,,26.328,true,false,,OpenFOAM-13
id_train_0094,id_train,openfoam_cases/id_train_0094,simpleFoam+thermalEnergyFoam,13384,9.9494787e-07,6.3850041e-09,4.9283446e-07,8.7023368e-08,5.7043245e-07,9.5111236e-10,true,1024,5,true,1.9548714883595805e-05,0.000279999999975189,1.0,,true,0.5585332036678778,0.5586353562287893,0.9998171391055498,3.089720208495062e-08,,true,293.14999,298.7174113493724,324.49615,,18.526,true,false,,OpenFOAM-13
id_train_0095,id_train,openfoam_cases/id_train_0095,simpleFoam+thermalEnergyFoam,10056,9.9613459e-07,6.399739e-09,5.4430332e-07,5.0419429e-08,2.4191032e-07,6.7125623e-10,true,1515,5,true,9.227326968988666e-06,0.0002800000000320324,1.0,,true,0.18350870464831814,0.18354892238523704,0.9997808881883028,1.7294275022225126e-08,,true,293.14997,296.0619788036993,320.04406,,21.573,true,false,,OpenFOAM-13
id_train_0096,id_train,openfoam_cases/id_train_0096,simpleFoam+thermalEnergyFoam,10670,9.9627614e-07,9.4291531e-09,4.0688234e-07,9.8384794e-08,8.0499285e-07,7.1413509e-10,true,1007,5,true,4.5187441424559225e-05,0.0006000000000199179,1.0,,true,1.2406887299774212,1.2410167136260803,0.9997357137538455,1.9189483929125978e-07,,true,293.14999,302.5254984714152,369.14997,,14.724,true,false,,OpenFOAM-13
id_train_0097,id_train,openfoam_cases/id_train_0097,simpleFoam+thermalEnergyFoam,13668,9.9990907e-07,9.3400764e-09,6.6334459e-07,7.9420535e-08,5.5053703e-07,9.8629842e-10,true,1716,5,true,2.029338601105987e-05,0.0002499999999940883,1.0,,true,0.26253271388509347,0.2626034294358576,0.9997307135290805,2.5341908700033394e-08,,true,293.14991,297.4057846758853,320.71001,,30.059,true,false,,OpenFOAM-13
id_train_0098,id_train,openfoam_cases/id_train_0098,simpleFoam+thermalEnergyFoam,19932,8.5274239e-07,7.2872522e-09,9.9744749e-07,5.7393293e-08,1.5349972e-05,3.5967949e-10,true,3459,500,true,0.0006193688541038991,0.007510000000024775,1.0,,true,0.6049167408197036,0.419223690150217,1.4429450315724017,3.246557002919718e-08,,true,293.14993,312.30341821342563,406.89757,,123.777,true,false,,OpenFOAM-13
id_train_0099,id_train,openfoam_cases/id_train_0099,simpleFoam+thermalEnergyFoam,15448,9.954479e-07,5.8642378e-10,4.9063218e-07,5.2380855e-08,6.3504789e-07,8.7055794e-10,true,1349,5,true,3.216144484711092e-05,0.00027000000000043656,1.0,,true,0.5506656324715777,0.5507406021701197,0.9998638747565614,3.5009982867733435e-08,,true,293.15,300.92109783013984,333.33388,,29.088,true,false,,OpenFOAM-13
id_train_0100,id_train,openfoam_cases/id_train_0100,simpleFoam+thermalEnergyFoam,12912,1.3492668e-07,2.9621458e-09,9.9791432e-07,6.5682475e-08,7.8055108e-07,9.4343266e-10,true,2930,4,true,0.0001530057311028778,0.008229999999969095,1.0,,true,0.14357236901975057,0.14637091111946093,0.9808804763302571,1.7413864514154822e-09,,true,293.14994,299.25559618339526,383.93102,,52.664,true,false,,OpenFOAM-13
id_train_0101,id_train,openfoam_cases/id_train_0101,simpleFoam+thermalEnergyFoam,14950,9.552523e-07,3.6636203e-09,9.9863491e-07,7.690843e-08,1.7004227e-07,5.1332888e-10,true,2576,5,true,2.440267558532289e-05,0.00035000000002582965,1.0,,true,0.159228180515413,0.15927961092741133,0.9996771061173562,1.3507241003951054e-09,,true,293.14998,299.2599775886288,349.38919,,31.333,true,false,,OpenFOAM-13
id_train_0102,id_train,openfoam_cases/id_train_0102,simpleFoam+thermalEnergyFoam,9888,9.9800632e-07,9.3535514e-09,5.7463633e-07,1.9945065e-08,3.3235258e-07,7.9683763e-10,true,1002,5,true,2.3845064724888026e-05,0.0005600000000072214,1.0,,true,0.6747461051676851,0.6749501870475823,0.9996976341605447,1.1784897617887398e-08,,true,293.14999,301.06254274271845,345.05524,,12.970,true,false,,OpenFOAM-13
id_train_0103,id_train,openfoam_cases/id_train_0103,simpleFoam+thermalEnergyFoam,10230,9.9506923e-07,8.7717732e-09,5.8294958e-07,8.6033164e-08,4.8825354e-07,7.1702708e-10,true,892,5,true,1.4856304985285324e-05,0.0012700000000336331,1.0,,true,1.0609323847718315,1.061091139667864,0.9998503852401575,1.8375780134044064e-07,,true,293.14999,300.9299774809384,349.51445,,13.413,true,false,,OpenFOAM-13
id_train_0104,id_train,openfoam_cases/id_train_0104,simpleFoam+thermalEnergyFoam,15880,4.5675232e-07,9.8277784e-09,9.9505433e-07,8.302562e-08,3.3424645e-07,9.2911158e-10,true,1904,5,true,4.691120906808632e-05,0.0004800000000386717,1.0,,true,0.4564563281445544,0.4639919834437385,0.9837590829840321,2.7060446991658074e-08,,true,293.1499,303.72705777267004,367.90268,,37.272,true,false,,OpenFOAM-13
id_train_0105,id_train,openfoam_cases/id_train_0105,simpleFoam+thermalEnergyFoam,8424,9.9665502e-07,7.9187111e-09,6.3479956e-07,7.3089481e-08,5.11644e-07,8.0981725e-10,true,1050,5,true,2.5283713200250554e-05,0.0006600000000389628,1.0,,true,0.6842013490520458,0.6843527087818231,0.9997788278941034,6.331209511146846e-08,,true,293.15,298.9169089292498,346.81203,,12.569,true,false,,OpenFOAM-13
id_train_0106,id_train,openfoam_cases/id_train_0106,simpleFoam+thermalEnergyFoam,12030,9.9660463e-07,6.3269328e-09,8.0585258e-07,9.6929452e-08,6.4589687e-07,3.9952922e-10,true,2335,5,true,1.0980881130580998e-05,0.00012999999995599865,1.0,,true,0.17580503677663728,0.17584414946916993,0.9997775718290843,1.340687333534555e-09,,true,293.14995,296.14970712551957,312.17758,,24.910,true,false,,OpenFOAM-13
id_train_0107,id_train,openfoam_cases/id_train_0107,simpleFoam+thermalEnergyFoam,13452,2.4741417e-07,5.4977137e-09,9.8682634e-07,8.3345749e-08,2.4878263e-07,6.59274e-10,true,1607,5,true,6.972197442557554e-06,0.00018000000000029104,1.0,,true,0.09371220939129898,0.09956786600483912,0.9411892928060189,4.5884760234020857e-08,,true,293.14988,294.9578944550996,317.40405,,28.030,true,false,,OpenFOAM-13
