combined_position,case_id,pool,selection_status,converged,dropped,has_archive_manifest_row,archive_exists,archive_path,drop_reason,flow_converged_reported,raw_enthalpy_passed,raw_temperature_extrema_passed,raw_temperature_max_T_K,wall_time_sec
279,id_train_0058,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0058.tar.gz,,true,true,true,352.55185,26.080
280,id_train_0079,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0079.tar.gz,,true,true,true,341.44983,32.010
281,id_train_0160,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0160.tar.gz,,true,true,true,337.62269,15.292
282,id_train_0321,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0321.tar.gz,,true,true,true,351.97112,30.094
283,id_train_0307,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0307.tar.gz,,true,true,true,353.18174,63.257
284,id_train_0113,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0113.tar.gz,,true,true,true,346.91449,39.540
285,id_train_0004,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0004.tar.gz,,true,true,true,365.58036,47.998
286,id_train_0005,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0005.tar.gz,,true,true,true,365.64919,33.926
287,id_train_0171,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0171.tar.gz,,true,true,true,375.98739,41.438
288,id_train_0377,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0377.tar.gz,,true,true,true,368.52583,28.629
289,id_train_0173,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0173.tar.gz,,true,true,true,352.96873,47.026
290,id_train_0314,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0314.tar.gz,,true,true,true,353.07631,61.604
291,id_train_0080,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0080.tar.gz,,true,true,true,385.88045,49.737
292,id_train_0001,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0001.tar.gz,,true,true,true,316.11116,12.867
293,id_train_0302,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0302.tar.gz,,true,true,true,382.24165,40.951
294,id_train_0198,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0198.tar.gz,,true,true,true,310.97021,11.026
295,id_train_0344,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0344.tar.gz,,true,true,true,330.60434,31.606
296,id_train_0255,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0255.tar.gz,,true,true,true,402.99197,44.253
297,id_train_0161,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0161.tar.gz,,true,true,true,420.51899,69.914
298,id_train_0297,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0297.tar.gz,,true,true,true,321.3525,16.001
299,id_train_0138,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0138.tar.gz,,true,true,true,384.20509,29.418
300,id_train_0249,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0249.tar.gz,,true,true,true,368.21314,47.523
301,id_train_0000,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0000.tar.gz,,true,true,true,366.45174,30.182
302,id_train_0376,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0376.tar.gz,,true,true,true,369.83852,38.864
303,id_train_0122,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0122.tar.gz,,true,true,true,362.45732,32.932
304,id_train_0398,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0398.tar.gz,,true,true,true,332.46228,33.531
305,id_train_0069,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0069.tar.gz,,true,true,true,370.84595,94.308
306,id_train_0195,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0195.tar.gz,,true,true,true,351.51249,19.844
307,id_train_0061,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0061.tar.gz,,true,true,true,371.96135,173.581
308,id_train_0002,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0002.tar.gz,,true,true,true,357.95437,29.108
309,id_train_0228,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0228.tar.gz,,true,true,true,351.47428,44.479
310,id_train_0189,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0189.tar.gz,,true,true,true,335.66842,30.365
311,id_train_0050,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0050.tar.gz,,true,true,true,344.38405,25.078
312,id_train_0006,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0006.tar.gz,,true,true,true,410.77684,120.779
313,id_train_0192,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0192.tar.gz,,true,true,true,332.00712,17.479
314,id_train_0383,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0383.tar.gz,,true,true,true,352.7718,33.532
315,id_train_0284,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0284.tar.gz,,true,true,true,340.28144,33.336
316,id_train_0340,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0340.tar.gz,,true,true,true,374.42009,68.761
317,id_train_0091,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0091.tar.gz,,true,true,true,335.59863,24.341
318,id_train_0172,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0172.tar.gz,,true,true,true,320.51736,22.544
319,id_train_0338,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0338.tar.gz,,true,true,true,356.24961,59.390
320,id_train_0034,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0034.tar.gz,,true,true,true,364.51485,68.996
321,id_train_0355,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0355.tar.gz,,true,true,true,340.97821,14.949
322,id_train_0361,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0361.tar.gz,,true,true,true,362.54217,49.776
323,id_train_0207,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0207.tar.gz,,true,true,true,422.62149,108.610
324,id_train_0088,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0088.tar.gz,,true,true,true,338.32117,27.570
325,id_train_0374,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0374.tar.gz,,true,true,true,350.57382,79.564
326,id_train_0065,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0065.tar.gz,,true,true,true,354.4686,47.723
327,id_train_0351,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0351.tar.gz,,true,true,true,344.16128,25.395
328,id_train_0147,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0147.tar.gz,,true,true,true,328.97318,31.056
329,id_train_0013,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0013.tar.gz,,true,true,true,366.40767,63.181
330,id_train_0104,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0104.tar.gz,,true,true,true,367.90268,37.272
331,id_train_0235,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0235.tar.gz,,true,true,true,354.9246,23.699
332,id_train_0026,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0026.tar.gz,,true,true,true,335.88442,22.168
333,id_train_0242,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0242.tar.gz,,true,true,true,385.90835,28.861
334,id_train_0128,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0128.tar.gz,,true,true,true,364.54657,29.640
335,id_train_0029,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0029.tar.gz,,true,true,true,399.04765,79.147
336,id_train_0295,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0295.tar.gz,,true,true,true,343.20271,37.801
337,id_train_0131,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0131.tar.gz,,true,true,true,429.35962,187.060
338,id_train_0152,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0152.tar.gz,,true,true,true,370.22465,23.218
339,id_train_0168,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0168.tar.gz,,true,true,true,359.37317,28.982
340,id_train_0099,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0099.tar.gz,,true,true,true,333.33388,29.088
341,id_train_0305,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0305.tar.gz,,true,true,true,345.03612,20.117
342,id_train_0146,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0146.tar.gz,,true,true,true,388.56801,41.295
343,id_train_0277,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0277.tar.gz,,true,true,true,329.60801,43.078
344,id_train_0028,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0028.tar.gz,,true,true,true,364.2702,41.729
345,id_train_0094,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0094.tar.gz,,true,true,true,324.49615,18.526
346,id_train_0335,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0335.tar.gz,,true,true,true,365.9053,22.440
347,id_train_0051,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0051.tar.gz,,true,true,true,361.82794,23.223
348,id_train_0177,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0177.tar.gz,,true,true,true,381.10117,64.550
349,id_train_0208,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0208.tar.gz,,true,true,true,365.88871,34.046
350,id_train_0234,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0234.tar.gz,,true,true,true,357.59103,31.716
351,id_train_0275,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0275.tar.gz,,true,true,true,381.82795,25.994
352,id_train_0066,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0066.tar.gz,,true,true,true,339.85436,22.036
353,id_train_0052,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0052.tar.gz,,true,true,true,387.79428,46.544
354,id_train_0253,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0253.tar.gz,,true,true,true,426.51067,76.763
355,id_train_0354,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0354.tar.gz,,true,true,true,364.30246,29.272
356,id_train_0135,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0135.tar.gz,,true,true,true,331.79233,13.014
357,id_train_0386,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0386.tar.gz,,true,true,true,388.1055,48.565
358,id_train_0362,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0362.tar.gz,,true,true,true,390.89364,32.309
359,id_train_0108,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0108.tar.gz,,true,true,true,367.62339,38.993
360,id_train_0144,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0144.tar.gz,,true,true,true,375.24616,42.965
361,id_train_0330,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0330.tar.gz,,true,true,true,342.93683,15.099
362,id_train_0276,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0276.tar.gz,,true,true,true,347.46904,11.516
363,id_train_0197,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0197.tar.gz,,true,true,true,403.66681,37.958
364,id_train_0318,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0318.tar.gz,,true,true,true,346.18174,16.837
365,id_train_0084,id_train,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,595.073,125.229
366,id_train_0125,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0125.tar.gz,,true,true,true,312.54804,8.578
367,id_train_0186,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0186.tar.gz,,true,true,true,371.53101,24.286
368,id_train_0392,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0392.tar.gz,,true,true,true,340.40196,51.609
369,id_train_0033,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0033.tar.gz,,true,true,true,350.63618,16.963
370,id_train_0244,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0244.tar.gz,,true,true,true,412.93061,54.546
371,id_train_0315,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0315.tar.gz,,true,true,true,397.61844,41.703
372,id_train_0246,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0246.tar.gz,,true,true,true,351.01081,11.093
373,id_train_0272,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0272.tar.gz,,true,true,true,363.76866,22.500
374,id_train_0328,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0328.tar.gz,,true,true,true,453.3041,70.448
375,id_train_0214,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0214.tar.gz,,true,true,true,398.40184,33.200
376,id_train_0220,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0220.tar.gz,,true,true,true,333.07555,10.709
377,id_train_0176,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0176.tar.gz,,true,true,true,397.38116,32.365
378,id_train_0142,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0142.tar.gz,,true,true,true,352.63628,34.369
379,id_train_0263,id_train,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,499.13919,75.877
380,id_train_0174,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0174.tar.gz,,true,true,true,385.85592,33.032
381,id_train_0020,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0020.tar.gz,,true,true,true,386.03086,49.453
382,id_train_0291,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0291.tar.gz,,true,true,true,377.42996,29.110
383,id_train_0077,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0077.tar.gz,,true,true,true,350.22157,20.015
384,id_train_0188,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0188.tar.gz,,true,true,true,369.67239,24.463
385,id_train_0294,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0294.tar.gz,,true,true,true,452.02688,57.731
386,id_train_0105,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0105.tar.gz,,true,true,true,346.81203,12.569
387,id_train_0041,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0041.tar.gz,,true,true,true,381.56609,36.818
388,id_train_0102,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0102.tar.gz,,true,true,true,345.05524,12.970
389,id_train_0103,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0103.tar.gz,,true,true,true,349.51445,13.413
390,id_train_0274,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0274.tar.gz,,true,true,true,412.77102,42.731
391,id_train_0390,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0390.tar.gz,,true,true,true,364.92006,16.333
392,id_train_0166,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0166.tar.gz,,true,true,true,396.39746,61.921
393,id_train_0017,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0017.tar.gz,,true,true,true,340.37416,19.932
394,id_train_0218,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0218.tar.gz,,true,true,true,357.19422,11.001
395,id_train_0224,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0224.tar.gz,,true,true,true,424.3567,43.214
396,id_train_0310,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0310.tar.gz,,true,true,true,361.02305,12.032
397,id_train_0096,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_0096.tar.gz,,true,true,true,369.14997,14.724
398,id_train_0157,id_train,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,532.38074,66.830
399,id_train_0368,id_train,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,527.83482,63.240
400,id_train_0009,id_train,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,520.27985,60.400
401,id_calibration_0465,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0465.tar.gz,,true,true,true,365.55175,87.629
402,id_calibration_0486,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0486.tar.gz,,true,true,true,306.50722,29.841
403,id_calibration_0437,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0437.tar.gz,,true,true,true,305.57989,76.328
404,id_calibration_0423,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0423.tar.gz,,true,true,true,322.07143,61.102
405,id_calibration_0454,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0454.tar.gz,,true,true,true,311.01162,234.326
406,id_calibration_0490,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0490.tar.gz,,true,true,true,320.0548,43.263
407,id_calibration_0476,id_calibration,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,335.69395,271.086
408,id_calibration_0412,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0412.tar.gz,,true,true,true,315.85256,22.019
409,id_calibration_0463,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0463.tar.gz,,true,true,true,310.04559,52.385
410,id_calibration_0404,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0404.tar.gz,,true,true,true,337.43884,167.336
411,id_calibration_0425,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0425.tar.gz,,true,true,true,371.59206,76.119
412,id_calibration_0406,id_calibration,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,340.52372,264.840
413,id_calibration_0492,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0492.tar.gz,,true,true,true,306.10541,32.667
414,id_calibration_0468,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0468.tar.gz,,true,true,true,316.42741,57.253
415,id_calibration_0449,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0449.tar.gz,,true,true,true,308.21916,49.570
416,id_calibration_0480,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0480.tar.gz,,true,true,true,346.89742,27.112
417,id_calibration_0416,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0416.tar.gz,,true,true,true,318.12338,24.273
418,id_calibration_0487,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0487.tar.gz,,true,true,true,413.30484,122.509
419,id_calibration_0483,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0483.tar.gz,,true,true,true,314.8835,59.338
420,id_calibration_0424,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0424.tar.gz,,true,true,true,322.49402,38.973
421,id_calibration_0415,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0415.tar.gz,,true,true,true,315.34167,13.424
422,id_calibration_0411,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0411.tar.gz,,true,true,true,369.60659,135.176
423,id_calibration_0462,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0462.tar.gz,,true,true,true,312.75883,26.670
424,id_calibration_0418,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0418.tar.gz,,true,true,true,393.99109,307.050
425,id_calibration_0414,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0414.tar.gz,,true,true,true,310.60053,39.217
426,id_calibration_0475,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0475.tar.gz,,true,true,true,318.54909,38.256
427,id_calibration_0431,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0431.tar.gz,,true,true,true,356.46788,44.445
428,id_calibration_0442,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0442.tar.gz,,true,true,true,334.7098,31.744
429,id_calibration_0453,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0453.tar.gz,,true,true,true,360.3792,27.226
430,id_calibration_0479,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0479.tar.gz,,true,true,true,322.48914,62.757
431,id_calibration_0495,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0495.tar.gz,,true,true,true,414.27734,35.553
432,id_calibration_0421,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0421.tar.gz,,true,true,true,354.10036,78.919
433,id_calibration_0482,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0482.tar.gz,,true,true,true,306.958,24.351
434,id_calibration_0438,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0438.tar.gz,,true,true,true,434.05557,76.448
435,id_calibration_0444,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0444.tar.gz,,true,true,true,328.3782,24.102
436,id_calibration_0445,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0445.tar.gz,,true,true,true,368.39894,18.277
437,id_calibration_0491,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0491.tar.gz,,true,true,true,363.59832,24.136
438,id_calibration_0452,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0452.tar.gz,,true,true,true,408.6167,99.695
439,id_calibration_0493,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0493.tar.gz,,true,true,true,335.92746,39.156
440,id_calibration_0434,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0434.tar.gz,,true,true,true,317.76513,18.305
441,id_calibration_0450,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0450.tar.gz,,true,true,true,396.39118,25.751
442,id_calibration_0451,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0451.tar.gz,,true,true,true,398.32458,55.353
443,id_calibration_0457,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0457.tar.gz,,true,true,true,321.73913,74.912
444,id_calibration_0488,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0488.tar.gz,,true,true,true,345.26387,32.942
445,id_calibration_0484,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0484.tar.gz,,true,true,true,336.67919,35.670
446,id_calibration_0470,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0470.tar.gz,,true,true,true,381.87646,18.914
447,id_calibration_0481,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0481.tar.gz,,true,true,true,388.14267,51.845
448,id_calibration_0477,id_calibration,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,344.58616,210.185
449,id_calibration_0413,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0413.tar.gz,,true,true,true,323.77404,33.538
450,id_calibration_0419,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0419.tar.gz,,true,true,true,330.51593,24.103
451,id_calibration_0435,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0435.tar.gz,,true,true,true,390.06069,85.919
452,id_calibration_0401,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0401.tar.gz,,true,true,true,362.72204,105.655
453,id_calibration_0472,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0472.tar.gz,,true,true,true,377.76356,56.418
454,id_calibration_0458,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_0458.tar.gz,,true,true,true,486.19935,89.136
